qd2.sql;14;6;4;4
vf4.sql;355;62
vd7.sql;407;19
dp4.sql;144;5;17;5;6;6;5
sd2.sql;165;236;171;154;172
duc6.sql;4869;301;248;244
qd3.sql;76;7;28
vd3.sql;48;17
dsv3.sql;8;1;13;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;2;0;1;0;1;1;0;0;0;1;0;1;0;0;1;1;1;0;1;0;0;0;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;3;1
dsv5.sql;219933;72051;71612;80481;80316;80089;79095;78430;78353;77920;79974;77741;76733;76863;75780;75840;75518;75684;74701;75418;75354;74462;74435;75179;85614;75586;76050;76297;76806;77434;77335;76182;76868;77785;77705;77719;78727;78828;78860;79914;79794;79867;79324;81074;79795;79698;78344;79731;79696;79306;78677;79772;79904;78698;78698;78543;79613;78520;79535;79465;78991;79011;78531;78629;79688;79869;79798;79160;80371;79935;79842;90522;79031;80637;80101;78854;78697;79807;78984;79308;79221;80144;78645;79730;79544;78142;78726;79923;79839;79544;79575;78579;79797;78831;79563;79604
dp1.sql;2
qd1.sql;3;3;5;3;3;2;1
vf2b.sql;1041;921;1171
sd3.sql;159
duc2.sql;193;67;69;81
vf3b.sql;24
duc7.sql;450;175;146;66
qd4.sql;73;5;2;2;6
dsv5b.sql;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dsv4.sql;1135;908;908;1042;859;1019;867;865;868;887;1050;855;1092;1113;1052;1062;1105;876;850;843;1113;905;872;874;952;857;857;1042;854;819;976;1271;861;812;865;859;1139;856;867;873;1122;825;851;826;842;1108;1146;850;1160;872;876;1106;1140;1102;868;1157;1128;870;873;870;874;997;1372;871;869;1143;865;882;1084;868;867;891;1168;876;864;1043;983;1002;858;855;1134;865;1788;1135;951;861;1052;858;857;1075;1106;1435;1431;1246;979
dsv6.sql;364;418;271;197;196;194;199;367;205;204;203;202;390;202;395;358;199;125;355;193;186;367;298;119;324;125;181;123;279;168;166;260;219;125;125;156;162;125;124;211;149;150;119;125;122;145;118;146;342;155;247;123;219;142;185;118;245;139;119;142;139;133;120;118;116;145;238;239;210;143;263;227;238;244;126;147;242;122;140;125;151;144;257;124;226;124;125;125;149;239;148;119;234;118;160;148;243;146;124;248;240;243;151;125;125;124;230;141;221
vd5.sql;43;12;9
duc3.sql;296;117
dp2.sql;52;3
qd5.sql;29;5;5;3;1
vf2.sql;50012;620;856;851;940
dv1.sql;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;1;2;1;1;1;0;1;1;0;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;0;0;0;1;1;1;1;1;2;0;1;0;1;0;1;1;1;0;1;0;0;1;0;0;1;0;1;1;1;0;1;1;1;0;1;1;0;4;1;1;0;0;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;1;1;0;0
dsv1.sql;84;6;5;8;4;5;6;4;6;5;4;6;6;7;7;8;4;4;5;4;4;5;12;8;4;4;5;4;7;8;6;5;8;4;17;4;4;5;4;8;7;5;6;4;4;4;8;5;7;7;5;4;4;4;8;4;4;4;8;6;7;9;5;5;7;6;8;6;4;4;9;5;9;4;6;6;4;8;6;4;5;6;6;4;5;5;4;5;7;6;5;7;5;7;7;4;3
vd1.sql;22;3;3;2
vf3.sql;2038;25;25;71
duc4.sql;234;219;229;214;142
dp3.sql;223;7
qd6.sql;52;6;23
duc1.sql;83;7;3;3;10;5;3
sd1.sql;417;164;162
vd6.sql;296
duc5.sql;2164;156;173
dsv2.sql;189;9;7;7;53;10;19;50;20;7;19;18;53;5;50;6;7;57;84;5;26;6;25;84;5;7;20;26;28;7;24;5;7;25;5;76;23;76;81;5;24;25;6;7;84;5;26;83;10;10;78;25;89;5;30;25;5;26;5;25;21;26;25;5;73;73;89;5;70;25;24;69;87;84;5;22;28;70;27;25;25;29;89;5;65;6;22;24;5;8;28;24;74;25;75;24;5;34;27;24;6;79;77;24;8;25;86;81
vd2.sql;34;29;26
