duc7.sparql;32;22;20
duc6.sparql;81;17;19;14;19
vd7.sparql;153;81;84;83;77;85;80;85
vf2b.sparql;73;49;49;52;44;50
vd6.sparql;28;21;19;22;18;18
dsv5b.sparql;17389;15060;16165;15235;15673;15081;15140;16554;15085;15037;15865;15090;21595;21556;15084;15271;15047;15044;15193;17683;16200;16934;16693;15200;15012;15103;15065;16829;15040;15170;15040;15271;17763;16424;15125;15131;15542;15074;15218;15234;15118;15088;15569;15079;15328;15005;16153;15117;15028;15972;15250;15281;15781;15740;15078;15107;15804;15211;15134;15010;15282;15099;17622;15291;15034;15768;15157;15104;16022;15090;15211;15114;17820;15220;17835;16280;15158;15173;15268;15345;15431;15162;15152;15046;15110;15143;15087;15132;15156;15176;15077;15224;15223;15569;15085;15108;15909;15042;16982
vf3b.sparql;3127;1603;1615
dv1.sparql;86;5;4;4;3;4;3;2;4;3;4;4;5;4;3;4;3;4;4;3;3;4;2;3;4;2;2;3;5;4;4;4;3;3;5;3;2;2;3;5;4;4;2;3;3;4;4;4;3;3;3;3;3;2;4;3;3;3;3;2;2;3;3;5;4;5;3;2;4;3;3;3;3;3;3;5;3;3;3;4;5;2;4;2;5;3;4;8;2
sd1.sparql;79;8;45;10;13;14;9;8;12
duc1.sparql;96;15;19;13;14;13;15;17
vd2.sparql;117;15;13;14;14;19;14;20
vd5.sparql;122;69;76;59;54;60;49;51
vd1.sparql;27;5;5;5;4;6;5
vd3.sparql;32;9;8
vf2.sparql;197;107;153;109;153;110
vf3.sparql;3352;1606;2021;1601;1612;1598
duc4.sparql;71;33;31;36
duc2.sparql;50;19;18;21;19;18;22
duc3.sparql;42;8;7;9;6
duc5.sparql;493;285;290;294;437;295
sd3.sparql;84;5;4;5;4;3;4;5
vf4.sparql;1761;322;317;324;317;317
sd2.sparql;2;2;2;2;2
dp3.sparql;21;5;4;5
qd4.sparql;416;11;13;9;12;14;9;12;9
dsv2.sparql;138;34;34;33;32;30;51;31;51;36;30;33;29;31;33;52;51;33;31;49;33;35;33;34;34;30;34;35;35;32;51;51;33;47;52;34;33;34;33;36;51;33;29;51;35;34;33;52;33;51;29;33;33;30;31;34;37;30;36;35;35;36;32;33;32;33;33;34;37;32;52;51;51;33;35;35;31;29;32;33;35;37;32;35;35;37;32;32;35;52;29;31;31;49;32;33;29;29;33;31;32;35
dsv1.sparql;1315;307;296;107;114;73;125;111;102;103;97;79;130;138;108;85;80;131;98;91;70;141;87;102;86;161;93;117;87;79;117;101;76;70;92;117;139;102;81;130;82;95;110;93;77;76;74;113;88;101;105;96;101;131;91;106;75;74;95;137;95;115;91;131;85;140;127;128;102;98;99;127;97;136;101;94;79;102;114;110;131;124;116;104;104;103;100;108;103;89;82;101
qd3.sparql;28;18;17
dsv4.sparql;3350;1372;1366;1348;1361;1356;1352;1350;1359;1354;1360;1349;1362;1380;1352;1350;2213;1386;1362;1357;1359;1349;1365;1368;2217;1349;1348;1350;1355;1369;1361;1365;1356;1350;1354;1376;1347;1349;1359;1349;1351;1404;1359;2215;1347;1354;1359;1353;1368;1382;1350;1350;1356;1374;1357;2250;1365;1356;1348;2212;1360;1361;1359;1362;1708;1356;1359;1361;1358;1527;1369;1398;1370;1857;1358;1358;1944;1356;1363;1355;1358;1365;1776;1364;1351;1358;1356;1356;1362;1356;1365;1356
dsv3.sparql;111;3;2;2;3;3;3;2;2;2;3;3;3;2;3;4;4;2;2;3;2;2;3;2;3;3;4;2;2;3;1;2;2;2;3;2;2;2;2;2;2;2;2;2;3;3;2;2;4;2;2;3;3;2;2;2;3;3;2;1;2;2;3;5;2;2;3;4;2;3;3;3;2;3;4;3;2;3;2;2;3;2;2;2;3;2;3;2;2;2;2;3;3;2;3;3;3;4;4;2;2;2;3;3;2
qd1.sparql;279;5;6;8;8;8;7;5
qd2.sparql;21;8;7
qd6.sparql;103;50;56;57;70;58;57
qd5.sparql;60;36;27;23;27;35
dsv5.sparql;18526;2822;3473;2889;2791;3002;2893;2824;2817;2900;2723;2698;2835;2827;2818;2815;2686;2812;2884;2889;2832;2917;2858;2831;3042;2970;2888;2788;2706;2770;2699;2743;2759;3026;3034;2885;2828;3088;2817;2765;2844;2770;2672;2966;2920;2878;2834;3013;2968;2830;2746;2768;2755;3134;2823;2746;2828;2624;2648;2987;3078;2759;2723;2678;2838;2672;2816;2798;2765;3008;2793;2927;2790;2985;2833;2858;2896;2915;2811;2944;2840;2894;2724;2638;2660;2997;2653;2693;2820;2980;2769;3003;2922;2824;2754;2822;2757;2669;2701;2934;3005;2810;2882;2910;2978
dsv6.sparql;263;82;80;82;91;82;76;78;78;82;132;83;81;83;83;84;79;83;97;82;86;76;103;82;83;83;78;86;84;82;78;132;84;83;87;133;84;78;83;82;83;82;83;83;76;78;78;80;85;82;80;83;80;76;81;76;86;80;88;85;79;86;133;81;86;76;133;85;77;84;78;79;83;94;85;82;85;83;80;133;134;80;84;102;79;79;83;81;82;133;82;78;80;78;85;134;92;76;82;79;107;85;81;109;81;79;77
dp1.sparql;32;3;4;5;2;3;3;3;4;4;2
dp2.sparql;6;4
dp4.sparql;9;7;5;7
