duc7.sparql;66;31;18;19;19
duc6.sparql;81;12;11;11;11;11;11;12;12
vd7.sparql;140;77;77;111;85;82
vf2b.sparql;186;57;62;61;62;62;56;59;59;57;55;58;58;85;58;56;65;62;56;60;57;62;64;58;84;85;64;56;62;62;63;58;65;62;63;57;58;57;63;57;60;72;63;64;56;55;64;70;63;58;65;64;61;63;63;55;86;57;61;85;63;56;58;63;61;57;64;56;59;63;76;57;61;60;57;59;56;62;55;66;58;57;57;64;56;64;56;62;56;55;60;58;57;59;56;68;63;58;59;57;67;70;59;59;62;68;64;58;59;63;60;67;62;57;58;62;64;59;66;61;63;61;63;57;64;61;86;63;64;61;63;57;56;61;55;61;55;58;62;59;69;58;59;55;58;57;56;64;63;205;60;63;63;56;61;60;61;60;60;59;63;63;56;58;58;56;60;63;56;56;58
vd6.sparql;50;17;22;16;16;16;14
dsv5b.sparql;16087;14945;14974;14963
vf3b.sparql;2874;1597;1618;1604;1602;1606;2397;1607;1603;2404;1615;1609;1604;1603;1602;1609;1618;1614;1607;1614;2399;1961;1608;1607;1612;1634;1614;1611;1616;2412;1612;1609;1609;1605;1602;1594;1610;1602;1627;1595;1601;1603;1610;1612;1607;1599;1613;1604;1609;1607;1599;1604;1627;1620;1643;1605;1603;1601;1606;1600;1615;1607;1613;1603;1742;1601;1614;1605;1630;1616;1614;1610;1610;1625;1606;1595;1601;1614;1624;1611;1616;1625;1618;1632;1644;1603;1620;1606;1650;1608;1614;1615;1610;1609;1605;1612;1614;2400;1606;1605;1615;1613;1615;1606;1615;1627;1661;1607;1601;1607;1647;1608;1610;1609;1610;1608;2397;1612;1639;1627;1623;1602;1597;1603;1623;1605;1631;1653;1603;1611;1605;1625;1678;1602;1599;1624;1611;1615
sd1.sparql;9;6;7;7;7;7;6;6
dv1.sparql;34;4;3;2;3
duc1.sparql;155;17;13;13;18;13;12;15;12
vd2.sparql;46;12
vd5.sparql;96;54;47;48;53;57;48;59;57;53;53
vd1.sparql;341;3;4;4;4;4;6;4;3
vd3.sparql;13;7;7
vf2.sparql;2784;106;106;151;121;107;103;105;107;102;100;101;152;99;107;112;101;100;102;105;101;109;109;109;107;100;106;101;108;109;104;105;101;151;101;108;101;283;100;100;107;110;107;106;102;99;101;108;101;100;127;109;116;106;102;99;101;101;108;100;119;103;108;109;107;110;101;109;109;100;107;98;107;108;115;111;100;110;104;111;102;112;106;111;109;109;106;107;114;109;107;108;103;102;108;102;104;106;103;108;100;152;112;105;102;99;106;100;143;106;111;100;106;153;152;101;99;120;113;106;102;104;99;101;106;106;99;108;103;108;108;110;100;101;101;104;107;105;100;101;101;137
vf3.sparql;4723;2049;1626;2326;1628;1627;1623;1623;1626;1620;1984;1646;1633;1660;1621;1614;1625;1625;1611;1619;1633;1633;1913;1623;1642;1625;1631;1624;1622;1645;1630;1904;1619;2427;1633;1625;1626;1630;1618;1622;1614;1614;1622;1621;1627;1617;1622;1627;1618;1629;1766;1614;1620;1620;1616;1625;1629;1622;1630;1624;1771;1614;1607;1622;1783;1624;1619;1611;1618;1621;1622;1630;1648;1622;1628;1615;1624;1619;1624;1716;1624;1611;1627;1620;1616;1643;1628;1637;1618;1622;1642;1729;1625;1769;1626;1633;1632;1620;1630;1632;1639;1618;1619;1615;1616;1623;1616;1622;1611;1616;1621;1628;1630;1623;1634;1620;1630;2416;2211;1627;1623;1650;1622;1620;1627;1632;1621;1690;1612;1616;1619;1619;1641;1622;1616;1625;1635;1631;1635;1652;1642;1642;1634;1657;1623;1729;1616;1636;1628;1618;1616;1623;1615;2426;1651;1614;1627;1614;1620;1624;1624
duc3.sparql;65;8;6;6;6;7;6;10;7
duc5.sparql;599;287;287;287;293;295;287
duc4.sparql;47;29;28;27;27;32;30;26
duc2.sparql;17;17;15;20;20
vf4.sparql;1712;251;371;252;252;252;247;245;246;250;251;245;369;269;246;250;252;248;245;258;257;416;243;245;276;252;244;252;244;246;246;254;257;299;243;245;255;253;252;368;246;247;246;246;252;252;251;245;269;247;251;247;247;247;246;243;244;244;252;246;245;246;248;245;246;257;246;246;254;246;251;248;377;378;298;257;275;249;253;253;253;242;251;243;244;246;246;249;254;256;245;244;250;253;250;253;246;252;246;250;252;245;247;244;247;246;248;252;243;252;246;252;252;251;252;252;250;288;250;246;253;246;248;244;252;265;248;245;247;254;254;252;245;253;328;252;245;252;247;251;250;245;251;244;371
sd3.sparql;62;5;3;3
sd2.sparql;2;3;2;2;2
dp3.sparql;43;6;4;4;6
qd3.sparql;182;16;14;15
dsv1.sparql;1696;99;78;111;106;85;75
qd4.sparql;29;7;8;8;8;7;8
dsv2.sparql;46;31;35;30;31;52;41;31
dsv3.sparql;31;2;3;2;2;3;2;2;3;2
dsv4.sparql;2444;1362;1317;1318
qd1.sparql;10;6;5;5;5;6
qd2.sparql;11;18;6
qd5.sparql;64;35;25;22
qd6.sparql;103;47;47;47;54
dsv5.sparql;17966;2645;2761;3872;2783;2822;2831;3017
dsv6.sparql;180;84;83
dp1.sparql;44;3;3;3;2;2;3;3
dp4.sparql;39;6;5;5;11;4;5;9;7;5;5
dp2.sparql;5;4;4;4;3;3;5;4;4
