qd2.sql;36;3;2;1;2;2
vf4.sql;686;21;19;8;8;7;4;6;29
vd7.sql;709;10;12;27;7;8;6;9;20;8
duc6.sql;4943;110;108;107;109;115;166;119;150;337;157;264;189;118;127;230;235;192;161;151;124;119;185;152;124;116;118;114;115;338;156;222;117;116;123;157;118;118;118;120;116;120;119;153;114;108;107;109;112;165;165;121;115;114;114;114;114;112;116;105;106;128;116;114;115;115;155;120;116;121;255;119;117;115;115;192;202;117;154;189;109;109;110;108;113;113;228;129;192;318;140;110;109;116;112
dp4.sql;117;2;4;2;3;4;3;3;2;2;1;2;3;2
sd2.sql;159;147;148;161;150;141
qd3.sql;2;4;2;4;5;6;4;2;3;3;3;2
vd3.sql;21;3;1;2;3;4;2;3;1;2;2;2
dsv3.sql;0;0;0;1;0;0;0;0;0;1
dsv5.sql;157496;80314;78253;81069;78003;82620;81830
dp1.sql;1;1;1;1;1;1;1;1;1;1;1;1;0
qd1.sql;2;1;3
vf2b.sql;57471;804;1128;901;1062
sd3.sql;112;60;92;60;61;55;106;80;61;59;55;63
duc2.sql;4584;41;27;27;24;25;23;27;24;27;24;32;24;26;24;23;30;46;55;58;55;46;72;32;38;50;67;41;44;45;29;41;26;43;41;45;34;55;31;50;58;55;45;29;40;30;25;25;29;30;24;24;25;24;24;25;24;26;24;23;35;24;31;24;30;25;25;23;24;23;23;23;35;35;24;44;28;31;25;24;26;24;113;34;40;35;29;28;27;28;25;31;24;24;29;28;25;23;25;25;24;23;37;26;33;28;31;32;31
vf3b.sql;49;11;11;11;5;6;15;12
qd4.sql;141;1;1;1;1;1;1;1
duc7.sql;236;94;53;62;53;55;68;41;43;44;39;39;41;38;41;41;38;44;44;45;45;45;185;110;59;70;53;63;73;68;74;77;78;90;63;61;56;49;72;48;63;59;54;60;50;60;55;52;45;47;49;43;44;42;45;47;44;44;44;45;43;39;38;43;59;45;45;44;45;45;44;45;44;44;45;45;40;40;38;38;38;37;45;44;45;44;44;49;51;44;43;39;41;66;62;52;48;44;44;42;41;44;42;40;40;40;40;44;45;63;44;49;45;47;44;41;46
dsv5b.sql;0;0;0;0;0;0;0;0;0;0
dsv4.sql;3024;985;971;980;984;919;884;1102;944;1056
duc3.sql;3875;55;45;41;55;43;42;101;47;44;51;50;50;48;48;151;60;153;128;99;106;52;90;92;77;53;113;123;55;160;143;56;97;50;50;122;50;139;60;125;114;87;54;54;91;55;51;51;53;51;52;46;55;53;52;52;52;52;52;52;52;52;52;45;45;45;45;54;65;52;52;53;52;112;48;45;45;45;51;47;46;76;49;49;49;49;48;45;45;44;48;48;49;51;214;49;148;76;143;43;45;50;51
vd5.sql;28;6;7;11;5;4;7;3;3;3
dsv6.sql;309;244;400;270;302;403;309;424
dp2.sql;1;1;1;1;2;2;2;1;1;1;0;1
qd5.sql;19;3;3;1;1
vf2.sql;549;591;605;719;743;735;829;801;795;675;639;632;932;668
dv1.sql;2;0;1;0;0;1;0;0;0;1;1;1;1
dsv1.sql;80;7;5;7;5;5;5
vd1.sql;2;1;2;1;1;0;0;1;0;1;1
vf3.sql;16;17;14;13;13;6;10;15
duc4.sql;82;119;80;77;78;77;79;91;80;79;85;85;85;85;85;83;83;83;86;85;105;85;105;124;87;92;117;90;89;86;105;85;141;82;81;81;114;84;82;81;83;83;81;84;85;85;84;86;86;85;84;91;80;78;78;84;84;84;89;86;85;79;78;84;78;85;79;86;88;82;83;81;80;80;96;86;139;93;80;80;80;81;80;81;80;84;84;130;90;86;86;90;85
dp3.sql;3;1;6;5;4;5;6;3;3;2;4;3
qd6.sql;45;5;4;4;4
duc1.sql;96;2;2;5;2;1;2;2;3;1;2;1;2;3;2;2;6;1;2;6;3;4;2;2;3;2;2;3;2;3;2;3;3;1;2;2;2;2;2;2;2;1;1;2;2;2;3;1;2;2;1;1;1;2;1;2;2;1;1;1;2;2;2;2;2;2;2;1;1;2;1;1;1;1;2;1;2;2;1;1;2;1;2;1;1;1
sd1.sql;162;193;147;147;138;144;139
vd6.sql;48;55;48;56;49;53;49
duc5.sql;935;132;80;78;80;89;86;79;79;87;90;105;86;85;86;93;84;85;252;135;92;88;89;139;151;109;89;95;95;106;83;92;90;146;116;145;83;90;97;112;87;84;124;87;85;86;85;84;94;96;87;86;87;87;86;80;79;78;78;86;83;81;87;234;90;86;85;82;86;93;118;82;81;86;86;93;87;92
dsv2.sql;181;15;7;7;6;6;5;3;3;4
vd2.sql;10;2;9;3;3;2;2;3;2;18
