qd4.sql;1
vf2b.sql;960
duc5.sql;89
vf2.sql;732
duc4.sql;87
qd1.sql;1
vf3b.sql;5;4
vd7.sql;9
dsv5b.sql;0
vf4.sql;7;8
dsv4.sql;868
dp4.sql;2;2
vd2.sql;3
dp2.sql;1;1;1
vd1.sql;1
sd1.sql;206
vd3.sql;2
dsv1.sql;47
duc7.sql;65
dv1.sql;1
qd2.sql;1
duc6.sql;168
dp3.sql;1;1
sd3.sql;84
vd5.sql;4
sd2.sql;199
dsv2.sql;7
qd6.sql;5
dsv3.sql;0
dp1.sql;312;1;1
qd3.sql;3
vf3.sql;9;8
vd6.sql;59
