qd2.sql;2;4;21;617;5;802;169
vf4.sql;1844;24;5;23;18;24;24;24;23;5;21;16;15;10;4;11;4;10;4;13;11;20;16;20;4;23;21;5;6;8;20;23;23;7;14;5;21;13;18;8;21;22;5;4;23;24;7;5;8;22;21;23;5;19;20;20;24;23;62;5;21;4;23;21;10;610;5;832;823;12;656;141;10;5;6;7;277;14;5;4;8;7;3;5;595;2;3;590;12;75053;8;781;1;7;7;193;7;911;192;7;0;5;929;607;5;808;8;806;921;7;603;3;17;795;19;7;599;23;4;595;598;7;19;6;18;595;17;1;19;1062;26;5;795;5;74;812;611;609;813;4;5;18;7
vd7.sql;365;16;7;8;186;4;6
sd2.sql;2082;163;165;11;6;818;4;13;3;13
duc6.sql;4993;177;170;278;271;261;234;101;13;908;5;8;18
dp4.sql;117;7;4
qd3.sql;24;8;9;9;10;22;5;3;16;816
vd3.sql;27;609;4;4;5;3;15;2
dsv3.sql;15;1;0;1;1;1;815;22;791;17
dsv5.sql;154672;74811;80883;75046;1044;29;929;34
dp1.sql;1;1;5;52;3;579
qd1.sql;36;2;1;2;3;1;1;2;2;696;808;801;592;612;14;6
vf2b.sql;93328;585;585;647;639;627;714;646;913;872;870;916;850;861;861;873;859;958;843;844;852;867;845;853;863;856;851;1055;831;874;940;836;823;820;822;819;823;827;816;818;822;888;814;816;810;816;811;804;822;813;808;806;803;808;1012;825;825;824;823;826;991;912;13;21;162;609;22;21;12;813;4;10;12;13;12;803;598;13;280;794;12;6;20;5;639;13;608;4;2;894;3;155;74890;17;620;3;2;9;20;18;2;15;0;18;15;20;594;601;164;6;4;4;17;22;0;3;170;12;18;7;619;16;613;6;608;24;2;7;608;610;608
sd3.sql;773;129;78;127;3;648;5
duc2.sql;2380;75;614;12;15;5
vf3b.sql;2984;22;8;6;12;19;6;11;5;5;20;5;21;20;21;22;16;20;24;10;8;5;4;5;6;4;7;5;4;5;6;6;4;5;6;5;12;5;5;5;12;8;10;4;11;4;5;4;9;7;8;12;14;4;6;11;8;5;5;4;12;12;14;12;12;13;6;81;5;21;826;8;924;692;17;5;5;5;7;18;809;5;5;1;6;594;286;6;6;705;11;588;28;82;3;75113;4;7;7;13;10;0;809;5;4;820;6;19;802;599;600;24;795;6;5;15;4;5;2;9;7;5;271;694;5;5;190;584;588;75473;1;7;18;24;19;282;163;10;688;18;27;4;811
qd4.sql;12;2;2;818;6;7;5
duc7.sql;121;811;15;4;2;21;612
dsv5b.sql;13;0;813;156;587;8
dsv4.sql;2266;921;915;925;1018;919;0;5;579
vd5.sql;332;8;10;14;14;14;6;608;5;0;592;617;810
duc3.sql;359;179;18
dsv6.sql;273;197;216;182;186;189;592;7;796
dp2.sql;84;2;2;2;146;19;16;20
qd5.sql;24;2;3;826;595;2;612;22
vf2.sql;418;449;438;447;453;447;526;758;653;652;650;649;653;645;805;639;647;641;636;642;649;636;640;634;633;633;638;634;621;622;852;690;611;612;720;611;613;604;707;600;606;652;775;600;599;602;591;594;592;596;614;618;616;672;681;22;12;824;11;12;12;5;603;172;809;4;3;11;11;13;7;13;6;799;586;21;11;14;12;22;193;165;608;78;9;3;23;9;4;600;162;187;7;163;174;697;17;805;6;8;25;595;800;165;598;808;4;5;592;0;5;790;6;176;790;157;6;807;18;84;162;64;23;161;911;615;813;0;7;616;10;16;8;157
dv1.sql;1;1;147;7;7;17;17;9
dsv1.sql;817;793;18
vd1.sql;247;2;2;2;1;3;3;118;155;598;916;792;20
vf3.sql;14;13;19;7;21;12;60;11;7;21;7;66;22;25;7;23;8;11;11;7;10;11;7;5;7;6;6;14;14;16;10;14;13;15;14;15;7;14;10;9;11;7;13;13;6;5;6;15;8;6;10;14;13;12;8;17;2;824;1;142;161;21;852;603;18;283;38;665;810;8;710;22;8;23;4;2;12;802;5;5;822;21;28;85;3;1;8;6;5;8;1;6;7;605;166;2;17;7;20;590;1;599;19;17;1;14;19;616;608;1;7;3;23;24;5;16;77;788;6;809;6;2;612;28;820;11;913;820;18;23;685;18;605;24
duc4.sql;429;157;162;162;16;6;7
dp3.sql;18;4;5;1;4;807;23;82;601;16;6;17;15
qd6.sql;66;4;4;4;7;10;6;5;9;7;16;821
duc1.sql;87;4;11;9;2;614;24
sd1.sql;158;169;168;815;810;867;645;16;18;148;26;19
vd6.sql;141;99;69;145;150;2;893;21;19;602;8
duc5.sql;234;4;812;164
dsv2.sql;193;127;819;3
vd2.sql;11;5;5;8;188;7;19;14;613
