qd2.sql;2;5;3;3;2;3;4
vf4.sql;1811;25;6;26;17;23;24;23;25;6;21;15;12;10;4;11;4;10;4;11;12;19;15;21;6;22;21;6;8;6;21;25;22;6;14;6;21;14;16;8;17;24;4;4;23;26;8;4;8;23;22;23;7;20;21;24;26;22;69;7;19;4;22;22;25;21;19;5;22;21;15;22;22;5;16;13;22;8;23;4;5;8;6;22;5;7;19;21;4;25;18;51;22;4;6;5;4;7;5;18;8;7;8;6;23;4;20;5;5;24;20;14;24;24;20;26;5;4;4;23;5;15;8;7;22;23;6;24;21;24;12;37;5;17;23;22;23;23;23;5;23;22;18;19;6
vd7.sql;372;15;17;15;16;11;18
sd2.sql;3206;157;162;164;163;162;156;164;160;161
duc6.sql;4983;175;170;281;275;266;228;299;284;275;283;273;279
dp4.sql;116;4;16
qd3.sql;22;9;8;9;10;9;9;10;3;4
vd3.sql;30;5;5;5;3;2;3;4
dsv3.sql;13;0;0;1;0;1;1;0;0;1
dsv5.sql;156580;73925;76202;76009;75765;74865;75255;75093
dp1.sql;1;1;1;3;0;0
qd1.sql;33;3;2;1;2;1;1;2;2;2;1;3;2;2;3;2
vf2b.sql;93907;580;580;632;636;623;713;650;917;877;873;922;859;961;867;875;863;952;838;845;852;862;845;846;862;858;845;1176;928;895;944;833;828;824;812;822;827;821;826;886;830;905;829;810;811;803;811;801;830;809;810;802;799;803;1065;837;827;818;822;819;973;817;911;817;819;828;820;816;813;810;811;810;896;842;805;808;807;825;809;904;809;804;807;805;801;1039;811;811;811;906;888;812;810;931;811;810;927;807;807;806;822;803;867;806;804;798;805;800;799;807;913;789;790;790;792;788;785;787;803;805;816;813;906;813;810;813;810;809;807;808;819
sd3.sql;790;122;75;124;128;121;188
duc2.sql;2423;74;78;75;77;77
vf3b.sql;2943;20;6;7;13;20;5;12;5;6;20;6;21;20;21;22;15;21;23;10;8;5;4;5;6;4;7;4;3;6;6;5;5;5;6;5;13;5;6;6;11;8;8;6;12;5;6;5;9;6;8;12;13;4;6;12;8;5;6;5;13;10;13;14;13;13;5;12;15;12;11;13;12;11;5;9;5;12;12;14;11;4;4;5;12;12;6;6;6;4;5;11;5;9;5;12;5;7;17;5;12;5;6;5;6;6;7;5;17;17;16;17;18;5;9;16;5;15;5;9;7;7;14;5;18;5;16;18;18;12;26;5;5;5;15;5;5;17;4;6;15;5;15;15
qd4.sql;11;2;2;2;2;2;2
duc7.sql;122;105;71;72;159;82;54
dsv5b.sql;0;0;0;0;0;0
dsv4.sql;2159;914;928;944;1038;918;922;918;1052
vd5.sql;332;7;11;14;14;14;10;7;14;7;8;13;7
duc3.sql;360;183;171
dsv6.sql;275;191;216;200;193;193;175;200;186
dp2.sql;92;2;3;2;2;3;2;2
qd5.sql;22;3;2;2;3;2;2;1
vf2.sql;415;443;438;512;516;452;525;760;656;653;654;654;656;651;806;644;649;642;639;641;648;630;633;630;633;638;632;630;623;619;756;618;618;613;729;616;624;615;703;597;599;656;763;592;596;600;593;593;605;599;630;713;612;601;609;618;680;605;609;695;654;692;597;602;667;603;594;605;707;595;591;590;705;592;639;584;595;605;612;781;617;603;614;607;610;598;646;601;604;597;601;596;591;603;611;631;695;595;597;591;600;601;592;595;590;610;598;608;693;587;591;589;581;589;583;582;589;792;609;612;609;621;607;610;619;611;608;610;609;607;609;612;607;607;608;610
dv1.sql;1;0;1;0;1;1;1;1
dsv1.sql;73;5;4
vd1.sql;248;3;0;2;1;4;4;4;2;4;1;3;1
vf3.sql;14;13;20;7;20;16;59;12;7;23;8;67;22;23;6;24;11;9;10;7;9;8;8;5;7;5;7;13;15;13;7;14;14;14;14;14;8;15;10;9;12;6;13;12;6;5;5;17;8;7;7;13;14;13;5;14;14;16;12;6;13;10;12;6;13;6;6;39;6;10;9;7;11;16;13;7;13;6;6;13;14;14;6;13;30;8;8;7;14;17;18;18;8;7;6;15;7;18;18;19;6;16;18;19;6;7;15;17;18;14;11;19;6;18;8;17;7;6;7;7;16;18;18;6;17;14;18;15;16;17;5;7;6;17
duc4.sql;429;151;163;166;161;165;162
dp3.sql;18;4;5;2;5;5;1;2;5;5;5;5;6;5
qd6.sql;69;5;5;4;7;11;4;6;7;5;5;8
duc1.sql;195;3;4;3;3;3;2
sd1.sql;162;157;165;164;161;155;163;159;158;165;158;155
vd6.sql;141;88;73;144;152;142;160;139;149;186;143
duc5.sql;232;189;192;192
dsv2.sql;509;27;28;28
vd2.sql;10;6;5;7;15;4;7;10;4
