qd2.sql;1;4;21;585;8;770;165
vf4.sql;21;20;5;20;18;24;21;22;22;5;23;17;21;19;5;23;5;19;5;19;22;20;15;23;5;22;20;5;8;5;23;21;22;6;15;7;21;14;16;8;17;23;4;6;22;22;5;5;7;22;20;22;5;20;20;23;23;23;56;4;20;5;24;21;18;589;7;796;789;16;626;142;19;7;6;9;269;19;8;5;7;7;2;4;578;2;3;571;16;75945;7;734;1;7;6;188;10;867;192;8;1;6;887;572;5;769;5;767;894;7;567;3;20;763;22;9;638;25;7;640;635;6;22;10;18;559;17;1;17;1018;30;5;763;5;72;776;583;585;776;5;5;16;5
vd7.sql;19;22;7;7;185;4;6
sd2.sql;520;169;169;15;5;776;5;12;4;13
duc6.sql;268;228;273;277;269;263;226;110;14;873;5;7;18
dp4.sql;5;6;5
qd3.sql;9;9;9;8;9;22;5;4;16;784
vd3.sql;4;649;4;4;5;3;16;2
dsv3.sql;4;0;1;1;1;1;784;22;751;16
dsv5.sql;82122;79971;75755;75609;999;41;891;33
dp1.sql;1;2;5;53;2;553
qd1.sql;3;2;2;2;2;1;1;2;3;659;768;763;567;581;14;5
vf2b.sql;787;610;619;648;653;643;713;667;748;688;684;749;776;777;783;783;778;984;772;774;773;846;776;766;827;862;769;1004;783;823;888;782;781;778;773;781;778;782;769;770;775;842;774;764;769;764;757;759;772;765;758;763;755;759;971;781;781;784;785;783;933;873;18;22;163;588;21;21;16;776;6;14;15;13;16;769;578;17;277;759;17;5;18;4;617;17;572;5;2;847;3;168;75910;17;585;3;3;9;24;19;2;15;0;18;15;22;633;634;163;9;5;5;17;23;1;2;159;13;16;6;594;15;581;5;581;22;2;5;581;582;579
sd3.sql;132;139;115;148;2;612;6
duc2.sql;184;77;659;14;14;5
vf3b.sql;28;15;6;7;9;14;7;11;5;5;14;6;15;13;14;17;15;18;19;7;17;17;6;7;18;5;5;18;6;6;17;5;5;6;16;17;17;5;6;5;17;8;13;5;16;5;8;6;13;7;13;15;17;4;12;16;11;5;5;5;17;15;18;15;17;17;7;88;4;20;781;6;906;661;19;6;6;4;9;23;780;4;5;0;6;570;272;6;6;676;15;565;28;5;2;75472;3;6;6;13;8;0;772;4;3;781;6;23;765;576;571;23;858;9;7;17;6;5;2;10;7;6;266;659;5;6;161;548;556;75863;1;7;18;21;18;275;161;7;579;18;18;4;780
qd4.sql;2;2;2;780;5;6;7
duc7.sql;72;779;19;4;2;19;586
dsv5b.sql;18;0;770;166;560;7
dsv4.sql;894;903;905;899;1008;904;0;5;554
vd5.sql;13;8;9;13;13;18;10;578;5;1;562;591;778
duc3.sql;206;177;17
dsv6.sql;272;174;316;202;213;199;563;8;759
dp2.sql;3;2;3;2;147;19;18;16
qd5.sql;3;2;2;869;579;2;581;19
vf2.sql;432;446;447;460;465;463;521;550;487;492;480;481;485;479;772;574;582;565;571;577;576;573;576;574;580;566;570;564;590;585;680;621;578;582;683;588;579;565;668;571;573;621;721;557;563;565;566;562;563;564;587;593;591;643;652;24;19;790;16;18;16;5;580;170;779;4;4;16;15;16;6;15;5;852;562;21;17;17;13;20;193;163;579;76;8;4;24;7;5;564;160;197;7;163;140;653;18;858;7;8;34;638;769;172;566;770;4;5;564;1;4;755;6;172;751;168;5;769;18;75;158;63;21;159;776;584;778;0;6;586;7;16;8;160
dv1.sql;2;1;140;8;9;17;18;9
dsv1.sql;772;758;16
vd1.sql;4;2;2;2;1;3;3;120;167;567;873;758;17
vf3.sql;14;14;15;7;14;11;27;7;7;15;7;59;19;19;8;19;6;21;16;19;7;7;7;6;18;6;6;18;18;18;10;19;17;18;19;18;10;19;14;11;20;9;18;17;6;7;8;19;9;8;8;17;17;18;8;20;2;869;1;139;153;20;779;624;19;271;46;634;861;11;676;21;8;21;6;2;15;767;5;7;777;19;28;69;2;2;8;6;5;5;2;6;6;575;160;2;17;7;18;562;1;568;20;19;2;19;20;579;578;2;8;3;21;22;5;17;74;756;6;774;5;1;581;26;781;11;871;785;18;22;581;16;580;22
duc4.sql;173;172;154;157;16;6;7
dp3.sql;10;6;5;2;6;773;20;73;571;16;6;17;16
qd6.sql;10;4;5;5;7;10;5;6;9;7;12;788
duc1.sql;5;3;18;10;2;585;23
sd1.sql;171;163;165;777;768;829;609;16;18;138;21;16
vd6.sql;157;150;145;139;145;1;849;22;20;566;7
duc5.sql;183;4;774;160
dsv2.sql;24;163;770;3
vd2.sql;13;4;4;7;205;7;18;14;587
