duc7.sparql;52;20
duc6.sparql;97;13;11
vd7.sparql;165;75
vf2b.sparql;66;43;47;48;45;49;45;44;42;48;44;49;43;75;45;50;44;42;49;45;47;45;50;41;47;60;45;48;43;48;43;66;50;48;41;47;49;52;44;48;44;50;41;41;50;44;48;48;66;44;52;47;42;43;49;42;65;49;41;45;44;50;43;49;51;47;48;49;45;49;48;44;46;48;65;44;49;50;49;44;47;47;49;49;50;49;49;43;46;44;43;46;43;47;42;41;49;49;49;42;48;42;43;49;44;49;48;50;50;49;46;49;49;49;49;48;45;44;46;49;49;50;42;56;48;42;49;47;45;65;45;50;52;45;50;44;49;51;49;45;49;47;44;43;50;53;43;42;48;43;49;50;50;41;43;49;49;48;43;45;49;43;185;49;49;50;45;47;43;43;44;43
vd6.sparql;17;10
vf3b.sparql;3207;1600;1598;1593;1596;1607;1606;1603;1600;1598;1604;1597;1968;1604;1603;1601;1594;1603;1594;1604;1600;1595;1599;1596;1599;1597;1602;1599;1601;1655;1604;1595;1596;1605;1604;1599;1596;1599;1596;1598;1604;1595;1600;1786;1594;1595;1603;1600;1601;1605;1599;1599;2406;2253;1599;1602;1605;1596;1604;1605;1604;1604;1605;1603;1611;1603;1597;1605;1611;1609;1603;1607;1600;1606;1602;1609;1600;1609;1600;1597;1603;1607;1604;1603;1606;1601;1604;1602;1605;1605;1596;1596;1596;1595;1597;1594;1931;1601;1599;1601;1610;1606;1599;1597;1603;1596;1609;1603;1599;1600;1605;1598;1609;1601;1604;1604;1604;1598;1606;1605;1599;1693;1604;1598;1599;1598;1596;1592;1602;1598;1599;1607;1605;1603;1598;1600;1600;1597;1603;1600;1600;1596;1600;1602;1603;1606;1605;1598;1611;1609;1599;1606;1606;1606;1602;1595;1602;1601;1602;1606;1595;1603
dsv5b.sparql;15836;15025
sd1.sparql;706;7;7
dv1.sparql;171
duc1.sparql;75;13
vd5.sparql;148;54;47;53
vd3.sparql;21;8
vd2.sparql;49;14
vf2.sparql;1559;102;106;99;102;98;98;103;97;99;99;99;97;98;104;104;100;104;105;106;105;105;96;97;96;99;99;99;104;150;104;98;104;105;98;133;96;103;105;106;98;96;99;98;98;98;105;105;105;106;98;149;99;108;104;101;107;106;98;97;141;97;104;105;98;97;105;102;106;111;97;104;107;106;106;97;106;105;102;98;106;148;104;105;107;97;100;105;99;117;104;104;105;99;95;104;101;95;103;106;105;104;98;99;98;99;98;104;106;98;102;104;105;99;98;101;99;105;106;107;102;99;101;106;99;105;97;104;98;106;97;102;105;97;105;112;99;130;99;106;105;105;99;98;105;97;106;99;96;96;97;99;98;102;98;105;107;103;99;99;98;98;106;98;105;105;105;105;100;104;99
vf3.sparql;6375;1618;1604;1583;1581;1580;1579;1578;1592;2064;1900;1583;1577;1586;1586;1585;1578;1577;1585;1582;1577;1577;1575;1582;1582;1580;1582;1581;1580;1575;1575;1583;1582;1575;1578;1581;1576;1575;1575;1582;1574;1576;1571;1572;1580;1582;1581;1583;1580;1580;1574;1580;1745;2372;1577;1579;1584;1582;1587;1577;1583;1579;1587;1586;1578;1574;1578;1589;1582;1589;1586;1584;1580;1576;1581;1576;1587;1580;1580;1585;2365;1590;1576;1581;1582;1588;1583;1579;1579;1586;1579;1579;1586;1576;1583;1576;1577;1574;1579;1570;1583;1581;1583;1582;1588;1580;1580;1728;1577;1576;1575;1585;1585;1581;1577;1582;1577;1579;1575;1576;1577;1581;1578;1575;1585;1577;1585;1575;1583;1584;1576;1573;1581;1581;1585;1574;1584;1585;1584;1584;1584;1583;1587;1587;1582;1576;1585;1579;1584;1580;1576;1577;1582;1689;1577;1577;1582;1582;1583;1575;1574;1580;1577;1579;1585;1578;1583;1584;1585;1585;1582;1581;1575;1586;1578;1571;1579;1579;1576;1576;1575;1578
duc3.sparql;40;6;6;7
duc4.sparql;72;28;28;28;25
duc2.sparql;16;17;16
duc5.sparql;907;273
vf4.sparql;3174;325;330;332;329;325;331;331;338;327;335;333;335;327;332;368;324;493;325;330;325;326;328;327;332;325;495;452;326;332;325;326;328;334;328;326;323;332;329;323;326;333;334;325;334;333;333;334;333;325;325;333;333;494;331;330;331;331;326;335;327;331;326;492;491;331;326;334;333;327;323;326;332;326;335;333;333;331;334;333;331;333;334;327;331;331;331;333;334;332;335;328;331;328;324;496;333;329;325;324;332;477;326;325;325;327;330;333;333;326;330;331;333;325;327;326;325;324;325;328;324;331;331;324;331;335;324;333;333;324;332;326;323;327;333;334;326;337;332;333;332;334;331;333;331;329;331;332;331;495;337;334;333;326;331;491;490;332;333;330;494;325;332;332;323;326;325;324;326;333;329;333;332;332;326;334;328;333;333;325;326;328;330;327;324;333;325
sd3.sparql;7;4;4;5;4;4;3
dp3.sparql;18
dsv1.sparql;1656;94;85;118
qd3.sparql;56;15;15;16;15
qd4.sparql;14
dsv3.sparql;22;3;2
dsv4.sparql;2332;1357;1361;1355;1355;1354
qd1.sparql;149
qd2.sparql;28;6;6;7;6;7
qd5.sparql;363;22;23;22;23
qd6.sparql;123;53
dsv5.sparql;17670;2680;3778;2806;3001
dsv6.sparql;202;82;84
dp1.sparql;33;2;3;1;2
dp4.sparql;42;8;6;5
dp2.sparql;7;4;3;3
