vf3.sql;4827;25;18;7;28;13;10;8;10;11;23;27;8;26;11;30;27;23;27;7;9;26;10;26;10;22;27;26;9;26;11;8;26;8;22;27;9;9;23;26;27;12;7;26;27;11;26;10;12;22;27;10;23;27;8;26;8;26;7;26;27;6;10;12;8;26;7;8;7;8;11;25;6;27;27;26;10;7;8;26;6;27;26;23;9;27;7;8;26;26;26;22;26;26;8;9;6;8;11;25;26;8;28;27;23;6;27;27;26;26;12;21;7;25;8;25;6;12;7;27;26;25;7;26;13;25;10;27;7;26;7;26;8;12;26;10;10;8;26;25;26;9;26;26;10;11;7;8;26;26;8;26;7;8;8;25;7;7;25;21;7;7;7;7;7;8;26;26;27;25;8;27;25;7;8;26;12;7;26;8;26;8;25;8;8;26;11;26
vf2b.sql;27332;627;621;632;639;670;643;649;641;653;642;645;630;641;640;652;643;731;636;637;645;647;646;645;651;643;637;653;649;651;640;657;656;650;647;633;653;646;642;642;637;643;653;739;678;667;732;649;648;660;644;655;639;651;639;651;655;647;641;649;652;651;646;656;648;661;649;727;662;653;657;642;654;655;650;643;637;650;643;653;651;646;645;634;646;656;646;668;685;655;647;646;648;637;646;642;644;649;651;665;656;659;640;652;638;650;638;653;650;655;648;646;654;651;644;634;648;646;658;659;661;642;639;653;650;659;654;651;651;654;642;653;658;635;674;632;644;633;652;639;677;647;654;658;671;664;649;644;646;641;662;645;659;651;649;654;646;660;647;663;640;647;657;674;660;635;651;645;636;639;656;649;659;656;647;651;658;641;659;659;660;654;648;642;656;651;646
vf4.sql;1910;38;22;24;27;25;23;25;9;7;7;8;22;4;5;6;26;6;27;23;21;26;6;31;24;25;25;8;8;5;22;4;26;22;27;5;25;27;5;26;27;5;4;5;5;22;27;27;26;27;5;25;5;5;26;27;26;29;25;29;5;26;27;24;25;8;8;5;27;25;25;26;20;27;26;7;25;20;22;23;27;5;23;5;6;22;25;21;26;26;6;23;26;27;27;25;24;23;27;27;25;23;24;23;5;26;27;4;24;23;5;22;25;25;24;25;24;25;26;5;25;23;26;24;5;5;27;27;25;7;27;28;23;5;24;24;27;26;5;23;4;7;6;4;7;21;27;26;26;28;5;25;28;5;4;4;6;10;25;22;5;4;6;5;8;4;25;26;25;25;27;26;24;25;4;4;8;24;26;26;26;25;21;24;28;25;8;21;5;26;25;5;23;24;27
vf3b.sql;8;20;25;23;23;7;10;24;6;7;7;7;25;26;22;25;7;21;25;25;7;10;24;25;6;25;24;11;8;21;6;6;25;24;8;9;8;8;7;25;26;9;26;26;22;25;10;28;9;22;26;25;6;25;6;25;5;25;5;8;26;24;9;7;24;8;25;10;27;25;6;7;26;7;7;6;9;25;9;24;29;22;5;6;6;25;24;25;27;9;25;6;6;24;26;6;7;7;7;7;6;7;7;6;6;23;28;25;24;6;25;6;8;5;26;20;25;8;25;6;22;5;7;25;25;9;25;7;24;25;7;24;25;6;6;8;8;8;9;8;6;25;6;25;26;24;7;6;6;25;6;11;9;25;7;21;24;25;25;6;26;25;24;24;7;24;25;9;20;25;25;25;9;8;26;24;8
vf2.sql;56711;343;348;389;422;379;375;387;382;411;389;383;375;381;383;386;367;377;370;377;381;380;378;373;379;374;369;379;376;377;382;383;380;374;375;391;382;381;375;374;441;376;380;388;377;383;388;442;371;380;372;375;389;375;389;379;382;377;387;374;373;381;370;373;377;388;382;370;399;388;369;387;384;385;375;385;377;390;380;388;378;387;379;389;384;391;384;388;384;387;381;377;383;383;387;388;378;387;380;375;383;397;378;422;385;377;380;390;385;376;381;382;373;379;390;382;372;388;381;383;386;382;387;383;379;381;380;379;389;377;381;375;376;379;373;390;400;369;385;382;376;386;383;382;382;378;378;379;372;382;379;382;378;389;393;378;393;380;377;380;374;375;381;383;391;376;385;383;374;380;376;367;371;370;385;381;374;385
