qd4.sql;18
vf2b.sql;17
duc5.sql;176
vf2.sql;917
duc4.sql;97
qd1.sql;1
vf3b.sql;12;9
vd7.sql;695
dsv5b.sql;118
vf4.sql;1;1
dsv4.sql;858
dp4.sql;2;6
vd2.sql;2
dp2.sql;1;3
vd1.sql;3
sd1.sql;146
vd3.sql;4
dsv1.sql;38
duc7.sql;2
dv1.sql;1
qd2.sql;3
duc6.sql;61
dp3.sql;3;4
sd3.sql;1
vd5.sql;59
sd2.sql;68
dsv2.sql;8
qd6.sql;172
dsv3.sql;0
dp1.sql;281;2;0
qd3.sql;1
vf3.sql;4;5
vd6.sql;9
