query_name;max;min;mean;stddev;0.5p;0.25p;0.75p;n
duc7.sparql;156.0;18.0;28.857142857142854;29.404567186554054;18.0;18.0;18.0;21
duc6.sparql;777.0;11.0;71.92307692307693;211.85901819309836;11.0;11.0;11.0;13
vd7.sparql;159.0;76.0;96.45454545454545;25.256142367208955;76.0;76.0;76.0;11
vf2b.sparql;1531.0;42.0;169.83333333333334;428.67063714641705;42.0;42.0;42.0;12
vd6.sparql;17.0;10.0;11.666666666666666;2.14201664188625;10.0;10.0;10.0;18
dsv5b.sparql;21270.0;15025.0;15751.6;1085.9213332599124;15025.0;15025.0;15025.0;70
vf3b.sparql;3022.0;1553.0;1706.0;402.99743588927873;1553.0;1553.0;1553.0;16
dv1.sparql;370.0;2.0;8.705882352941178;44.4770807399736;2.0;2.0;2.0;68
sd1.sparql;81.0;7.0;16.11111111111111;24.35387261014377;7.0;7.0;7.0;9
duc1.sparql;73.0;12.0;17.95;13.204763893144179;12.0;12.0;12.0;20
vd3.sparql;244.0;7.0;24.600000000000005;60.719260300406916;7.0;7.0;7.0;15
vd5.sparql;138.0;50.0;66.0;20.953917692562094;50.0;50.0;50.0;16
vd1.sparql;418.0;4.0;32.333333333333336;106.69627565241088;4.0;4.0;4.0;15
vd2.sparql;47.0;13.0;17.705882352941178;8.099110336036553;13.0;13.0;13.0;17
vf2.sparql;198.0;109.0;131.06666666666666;26.274557673772186;109.0;109.0;109.0;15
vf3.sparql;3205.0;1547.0;1723.5333333333333;456.7401365995246;1547.0;1547.0;1547.0;15
duc5.sparql;515.0;272.0;324.125;93.01219198117447;272.0;272.0;272.0;8
duc3.sparql;37.0;6.0;12.166666666666668;12.188792666489435;6.0;6.0;6.0;6
duc2.sparql;30.0;16.0;20.6875;4.316151835450957;16.0;16.0;16.0;16
duc4.sparql;42.0;27.0;31.5;5.041929455236254;27.0;27.0;27.0;20
sd3.sparql;9.0;3.0;5.142857142857143;1.7913099142223294;3.0;3.0;3.0;14
vf4.sparql;1362.0;328.0;402.1578947368421;236.233938468228;328.0;328.0;328.0;19
sd2.sparql;5.0;2.0;2.4615384615384617;0.8770580193070292;2.0;2.0;2.0;13
dp3.sparql;8.0;4.0;5.35;1.1821033884786183;4.0;4.0;4.0;20
qd4.sparql;72.0;7.0;13.714285714285714;16.831420121210904;7.0;7.0;7.0;14
dsv2.sparql;53.0;29.0;35.351851851851855;5.9689682032659785;29.0;29.0;29.0;54
dsv1.sparql;1593.0;68.0;120.015625;187.8223994102889;68.0;68.0;68.0;64
qd3.sparql;26.0;15.0;17.5;3.120391338480345;15.0;15.0;15.0;20
dsv4.sparql;3388.0;1443.0;1508.6603773584907;279.4566805150134;1443.0;1443.0;1443.0;53
dsv3.sparql;28.0;1.0;3.1607142857142865;3.478645429757684;1.0;1.0;1.0;56
qd1.sparql;266.0;5.0;22.0625;65.05942796141592;5.0;5.0;5.0;16
qd2.sparql;25.0;6.0;9.533333333333333;4.911599487316685;6.0;6.0;6.0;15
qd6.sparql;106.0;52.0;64.58823529411765;14.221721166623134;52.0;52.0;52.0;17
qd5.sparql;65.0;23.0;30.15;9.521582133017048;23.0;23.0;23.0;20
dsv5.sparql;18321.0;2639.0;3137.645161290323;1968.2792526183064;2639.0;2639.0;2639.0;62
dsv6.sparql;267.0;76.0;90.80701754385964;28.68326951159311;76.0;76.0;76.0;57
dp1.sparql;83.0;2.0;7.4375;20.1559544551976;2.0;2.0;2.0;16
dp4.sparql;602.0;5.0;40.0;140.26110106008807;5.0;5.0;5.0;18
dp2.sparql;6.0;3.0;4.038461538461538;0.9156754547663373;3.0;3.0;3.0;26
