duc7.sparql;21;20;32;33;19;25;20;23
duc6.sparql;82;12;17;15;14;16;13;12
vd7.sparql;180;75;114;76;75;76;83;80;74;82;82;80
vf2b.sparql;74;55;44;42;52;44;49;45;49;44;52;43;46;46;50;56
vd6.sparql;23;17;25;21;17;16;23;16;17
dsv5b.sparql;17423;15076;15110;15246;14960;15165;14994;15031;15049;15316;15006;15059;15063;15189;18891;15198;14989;14999;15040;16364;15041;15043;15773;17478;15018;15177;15059;15059;15802;15157;16157;15069;15076;16513;15619;15106;15288;15009;19302;15076;15420;16587;17648;15755;15363;15035;15067;15126;15018;15072;15224;15044;15003;15064;15126;17661;15112;15325;15009;15080;15123;18830;15091;15229;15012;15018;15064;17574;15089;15045;17021;18300;16706
vf3b.sparql;2994;1546;1550;1550;2309;1561;1557;1553;1543;1560;1540;1541
dv1.sparql;913;3;3;3;3;8;5;4;4;3;3;3;4;2;4;6;4;4;4;5;3;2;2;4;3;2;5;4;4;4;4;3;3;2;3;6;3;4;2;2;4;4;4;3;3;3;5;2;2;3;3;4;3;3;2;3;3;3;4;3;5;3;3;3;2;2;3;3;4;3;4;3
sd1.sparql;9;7;7;9;10;10;9;9;7;9;7
duc1.sparql;93;14;12;12;14;13
vd5.sparql;179;52;61;50;58;56;59;58;50;59
vd1.sparql;27;4;6;5;4;4;4;5;5;4
vd3.sparql;28;8;8;12;9;8;8;7;9;10;8;8;10;9
vd2.sparql;53;14;13;15;13;13;15;13;13;15;14;12
vf2.sparql;202;121;114;109;112;109
vf3.sparql;4981;1614;1585;1572;1591;1616;1590
duc2.sparql;82;30;19;21;18;28;17;17;18;16;16;18;27;18;19
duc5.sparql;502;271;281;277;266;265;411;274;266;312;409;278;274;357;269;271
duc4.sparql;44;36;29;32;27;45;26;40;28;29;27;29;35;28;33
duc3.sparql;54;7;10;6;12
vf4.sparql;1518;343;343;333;337;345;332
sd3.sparql;63;4;7;5;5;5;7;5;4
sd2.sparql;2;2;3;2;2;2;2;2;1;1;2;2
dp3.sparql;90;6;6;7;7;4;4;8;5;5;7;4;4;5
qd4.sparql;1431;9;13;12;10;12;8
dsv2.sparql;151;34;33;52;38;35;32;36;52;49;31;35;34;37;36;53;36;31;31;51;36;35;33;30;31;31;33;31;34;39;30;33;32;34;36;51;31;31;29;29;36;29;31;34;31;31;37;31;33;30;36;33;31;30;35;33;34;33;30;29;30;31;32;56;29;31;33;33;56;53;33;30;32;37;32;33;53;34;33;34;32;31;33;33;30;31;35;32;35;28;52;40;33;33;34;36;33;33;35;35;50;52
dsv1.sparql;1078;92;100;95;88;111;99;73;69;66;65;103;85;91;103;100;130;100;105;104;88;127;142;78;104;104;98;126;115;124;75;115;91;83;110;97;66;100;91;103;93;86;105;105;91;88;105;123;93;78;110;92;104;124;90;95;132;82;78;88;101;106;81;75;71;73;99;110;98;90;113;91;82;103;105;87;83;69;94
qd3.sparql;26;14;17;19;15;14;16;14
dsv3.sparql;22;3;2;2;3;3;2;2;4;4;2;4;2;3;3;2;2;3;3;2;2;2;3;3;2;3;2;2;3;2;3;3;3;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2;3;3;2;3;2;2;3;2;2;2;3;2;3;2;2;3
dsv4.sparql;2412;1448;1452;1455;1458;1449;1451;1443;1453;1461;1453;1472;1453;1478;2429;1448;1452;1460;1477;1452;1472;1446;1452;1442;1444;1443;1442;1442;2437;1453;1448;2421;1448;2412;1447;1450;2395;1456;1441;1448;1452;1459;1448;2050;1447;1448;1460;1444;1443;1456;1443;1444;1444;1452;1445;1441;1450;2419;1448;1457;2407;2433;1511;1447;1459;1453;1445;1449;1446;1448;1445;1448;1448;1445;1446;1442;1449;1444;1496;1452;1462;2158
qd1.sparql;11;5;5;7;6
qd2.sparql;11;24;7;7;11;9;7;7;8;7
qd5.sparql;74;27;30;26;28;38;32;25;32;24;26;28
qd6.sparql;117;62;61;56;62;53;79;62;69;69;75;63;61
dsv5.sparql;14673;2669;3522;3004;2801;2806;2696;2862;2978;2935;2915;2911;3091;3143;2862;3162;2729;2704;2742;2793;2710;2794;2824;2773;2982;2908;2703;2735;2962;2802;2971;2971;2871;2669;2689;2664;2870;3054;2773;2678;2811;3028;2759;2888;3038;2941;2929;2712;2666;2952;2686;2675;2812;2812;2775;2972;2860;2829;2921;2940;2742;2926;3141;2823;2945;2791;2959;2932;2841;2709;2729;3032;2768;2927;2834;2953;3106;2851;2685;2773;2954;2937;2866;2830
dsv6.sparql;1133;82;78;83;80;80;136;83;85;83;84;80;79;82;82;106;93;83;106;133;87;84;85;78;78;78;76;134;79;84;83;92;82;77;77;78;85;79;83;77;77;88;82;86;132;83;81;82;84;83;76;80;76;79;134;83;81;77;82;81;84;81;133;78;77;78;81;105;83;82;83;83;76;82;79;76;78;78;132;84;84;76;80;83;81;133;83;78
dp1.sparql;32;3;4;3;2;4;3;2
dp4.sparql;11;8;6;5;7;7;9;7;8
dp2.sparql;7;4;4;4;4;4;4;5;4;6;3;4;4
