qd2.sql;4;1;1;6;13;2;174;20;23;0;2;742
vf4.sql;18;6;16;15;17;18;17;17;8;8;1;13;561;39;8;161;13;16;8;6;2;173;16;4;5;0;18;76;4;696;762;584;14;79627;4;5;17;133;1045;167;1;11;78344;33;77712;23;18;6;4;1;898;19;21;212;19;751;22;20;544;763;95;10;531;2;5;109;3;7;5;149;301;40;17;23;1;18;14;7;546;2;192;5;1043;527;19;12;172;79182;915;1;15;739;18;6;270;20
vd7.sql;17;14;7;7;79;553;215;160;157;4;731;7;83;2;1;16;314
duc6.sql;211;243;246;635;21;545;16;605;8;26;9;538;19;2;6
sd2.sql;179;7;570;3;71;53;60;756;169;750;2;22;18;7;756;5;2;7;17
dp4.sql;4;769;777;265;0;23;2;153;29;3;190;1;169;7;1
qd3.sql;66;9;7;144;6;761;7;739;238;273;20;885;751;8;164
vd3.sql;2;5;3;144;67;79671;769;751;10;534;21;5;2;537;7;851;23;11;24
dsv3.sql;1;1;782;3;23;3;1;862;11;1056;8;52;27;2;5;5;913;176
dsv5.sql;82636;78208;77040;157;183;155;8;1;22;25;25;5;19;760;4;121
dp1.sql;1;2;1;1;1;1;2;1;571;8;1;195;152;10;8;23;52;211;743;742;8;750
qd1.sql;3;2;6;9;5;8;747;204;9;1;23;827;1
vf2b.sql;808;654;671;700;717;746;730;674;686;793;814;992;769;575;6;780;15;9;77;1;554;25;771;0;3;12;163;3;802;15;7;2;13;16;754;2;16;1;135;70;513;970;765;5;944;7;51;3;14;13;48;8;269;566;865;19;8;0;919;125;3;20;175;149;8;228;17;13;147;5;9;17;9;165;173;2;176;5;603;9;13;744;554;18;127;10;617;154;1;20;7;104
sd3.sql;88;92;94;127;6;9;279;3;21;18;826;8;11;1;9
duc2.sql;73;5;13;2;6;7;17;0;71;3;8;4;2;0
vf3b.sql;10;12;7;9;14;7;16;17;16;38;6;14;15;5;6;777;9;25;1;8;785;151;903;7;855;9;18;750;544;1;22;2;38;6;7;17;120;100;16;2;666;838;6;536;2;6;29;9;167;764;78049;5;6;691;752;7;1;5;88;7;3;774;3;1;8;5;3;6;78832;2;178;149;147;22;1;43;20;10;1;40;617;1;17;16;3;6;4;4;245;193;74;10;1;20;6;534;923
qd4.sql;2;3;2;57;18;22;13;24;752;48;78445;180;0;8;4;552;270;5;23
duc7.sql;63;198;10;12;5;79394;2;76;523;252;11;10
dsv5b.sql;776;871;577;752;20;1;5;738;170;0;20;729;7
dsv4.sql;888;913;899;168;8;758;189;16;810;547;3;17;13
dsv6.sql;208;154;208;190;24;5;169;5;5;8;7
vd5.sql;8;5;20;169;18;701;21;173
duc3.sql;111;174;4;923;5;709;4;7;5;175;7;9;8;363
dp2.sql;3;16;1;151;535;23;265;5;13;5;2;750;0;122;152;190
qd5.sql;2;2;6;3;6;546;9;10;548;1;865;886;746;20;740
vf2.sql;434;442;487;458;482;461;519;467;702;644;789;19;576;1;79378;15;7;59;13;148;181;551;73;12;7;6;766;17;4;14;10;22;4;15;23;13;967;6;747;6;178;21;50;558;884;17;2;5;4;23;1;120;51;6;21;179;524;757;21;6;803;3;691;21;0;6;760;75;652;2;745;29;536;533;20;1;742;21;14;125;20;1;2;184
dv1.sql;3;11;15;153;199;162;5;2;19;1
dsv1.sql;20;13;7;5;787;2;9;13;2;37;8;760;2;6;7;18;7;1;1;3;0
vd1.sql;4;18;557;14;0;7
vf3.sql;29;14;7;6;11;6;15;7;14;9;6;18;3;0;207;18;61;5;5;6;4;2;553;56;13;2;876;79890;9;44;9;98;17;753;1;7;16;182;189;3;7;2;902;581;21;20;18;77375;159;755;5;5;5;3;542;584;6;20;955;4;23;22;532;2;8;7;5;3;2;23;3;20;6;77911;1;6;6;850;745;20;198;828;72;618;3;8;20;3;6;539;52;212;1;601;740;9;0;184
duc4.sql;104;211;594;9;5;0;19;7;19;547;14
dp3.sql;6;6;17;8;551;16;15;8;537;73;543
qd6.sql;72;6;620;9;158;5;161;82;19;755;128
duc1.sql;4;3;3;3;3;13;23;6;6;170;10;543;7;8;739;8;3;16;4
sd1.sql;166;8;65;3;549;150;170;7;20;7;19;6;7
vd6.sql;17;3;681;876;2;16;533;41;4;28;18
duc5.sql;494;122;857;970;24;2;19;5;21;757;747;18;5;6
dsv2.sql;16;7;106;201;1;4;16;5;282;12;545;21;14;6;23;6;736;1;7
vd2.sql;22;0;11;67;114;19;19;650;164;846;1;20;20;888;0;5;15
