qd2.sql;118;2;2;2;2;1
vf4.sql;615;14;9;9;10;10;9;11;45;18
vd7.sql;314;8;12;4
duc6.sql;5440;115;114;114;107;106;170;302;351;225;175;233;132;113;119;116;120;117;117;158;127;119;115;118;115;212;127;110;196;114;114;120;124;120;115;118;163;111;115;112;115;113;112;112;113;112;109;109;106;106;108;114;114;114;130;116;114;114;114;201;115;114;113;113;110;111;160;151;112;107;107;107;108;107;108;108;108;107;107;128;106;108;108;106;135;108;107;108;108;114;112;112;108;107;107;107;107;227;120;118;119;118;123;121;171;164;118;176
dp4.sql;121;3
sd2.sql;145;148;138;146;143;138
qd3.sql;2;3;2;2;9
vd3.sql;29;2;2;1
dsv3.sql;1;0;1;0
dsv5.sql;169599;79653;84109;81449;83252;82424;81702;82594;81662;81235
dp1.sql;1;2;0;1;1;1;1;1
qd1.sql;1;2;5;7;1
vf2b.sql;1115;1154;1058;966;899
sd3.sql;61
duc2.sql;5743;41;39;39;36;31;26;24;25;24;23;73;34;36;75;45;43;37;33;30;28;26;28;24;24;24;36;25;41;29;37;46;34;35;38;63;37;34;32;24;30;24;24;24;23;25;24;23;25;29;36;24;24;24;28;28;26;35;26;26;23;25;25;24;24;23;24;23;24;25;24;31;25;25;23;23;23;26;30;23;23;30;26;28;30;40;37;28;31;29;25;24;26;23;23;28;23;24;23;23;27;24;24;25;23;24;24;23;23;24;24;24;25;26;23;24;24;24;45;34;31;26;25;30;24;40;38;86;37
vf3b.sql;61;16;5;6;10;40
duc7.sql;133;53;49;50;40;41;64;185;159;93;56;66;67;68;62;54;50;46;43;46;43;52;54;59;51;47;48;46;46;45;45;45;44;45;45;41;40;42;52;41;45;45;59;45;39;39;45;43;44;44;44;42;43;39;38;38;38;44;45;45;44;44;44;45;44;44;44;43;44;44;88;56;48;44;40;41;43;40;40;42;40;38;39;39;39;40;39;39;39;39;39;37;38;40;39;39;38;43;39;39;39;39;39;74;52;81;49;57;53;45;43;43;107;47;52;53;58;92;61;66
qd4.sql;5;3;0;2
dsv5b.sql;0;0;0;0;0;0
dsv4.sql;2758;1069;918;893;872
duc3.sql;419;49;46;47;42;87;76;156;53;165;54;55;56;48;50;48;52;52;52;49;53;51;53;214;54;47;53;147;58;53;55;53;53;52;52;52;53;53;47;47;51;214;53;53;56;52;53;69;69;62;49;46;46;46;46;46;46;64;51;51;51;48;44;44;50;51;51;50;50;50;51;52;50;51;144;53;47;45;45;99;45;44;44;44;42;42;44;43;44;64;48;44;43;101;44;44;44;44;44;44;44;44;44;42;108;48;48;48;44;69;51;67;48;99;47;46;46;74;182;54
dsv6.sql;984;397;351;201;236;237
vd5.sql;16;3;3;4;4;2;3;4
dp2.sql;2;3;1;2;1;2;2
qd5.sql;5;3;2;1;1;1
vf2.sql;51015;668;698;671;600;873
dv1.sql;2;1;1;1;0
dsv1.sql;76
vd1.sql;5;1;1;1;0;2
vf3.sql;5;7;7;8;8;8;6
duc4.sql;145;88;82;76;77;77;78;175;252;91;89;89;109;93;89;87;79;90;80;79;85;132;85;85;97;90;98;89;94;89;88;88;87;87;86;85;86;102;82;89;86;83;82;83;86;85;82;93;79;79;80;88;87;87;88;101;91;91;85;85;86;87;82;82;84;82;90;81;82;82;81;117;81;81;82;82;81;81;79;82;117;92;85;85;85;82;91;84;85;84;85
dp3.sql;18;2;2;3
qd6.sql;42;4;4;4;12;13;6
duc1.sql;129;2;3;4;2;4;2;3;7;2;3;2;2;1;1;2;2;2;3;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;3;1;2;2;1;2;1;1;2;1;3;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;3;1;1;1;1;2;1;1;3;2;2;1;2;2;1;1;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;3;2;2;2;3;1;1;1
sd1.sql;168;154;143;156;148
vd6.sql;61;94;48;48;94;52
duc5.sql;4122;81;88;76;75;235;101;86;103;215;125;91;83;81;80;79;79;79;87;81;122;122;169;122;95;89;88;93;86;85;81;94;85;85;83;91;89;90;126;85;84;84;84;95;87;86;92;80;80;79;88;87;87;88;89;90;88;87;88;88;88;87;121;88;106;85;80;83;85;82;81;81;81;82;81;88;82;81;137;86;81;88;81;82;81;86;81;104;86;85;85;87;80;82;81;81;157;165;85;86;85;85;111;153;99;99;92
dsv2.sql;180;12;10;4;10
vd2.sql;45;3;2;3;9;2;2;2;6;3
