duc7.sparql;71;22;32;20
duc6.sparql;59;13;10;16
vd7.sparql;155;84
vf2b.sparql;79;69;49
vd6.sparql;49
dsv5b.sparql;16218;15296;15004;15274;15055;15091;18361;22695;15916;16402;15129;15173;15132;16315;15118;15248;16688;15062;15256;17166;15062;15106;15816;17472;15067;17861;15073;15069;15049;15085;15395;15207;15115;15069;15062;15000;18005;15372;21442;15241;15088;15262;15354;15240;15512;15392;22595;22583;15242;16524;15099;15053;15430;15260;15085;16640;15214;15063;15015;15287;15097;15100;15101;15143;15158;15978;17641;15125;15070;15073;16640;16573;15052;15014;15177;15115;17730;15099;17434;15000;15112;15067;16444;22809;14989;15072;15038;15039;15089;15013;20314;15032;14988
vf3b.sparql;2965
dv1.sparql;42;3;4;3;4;5;3;3;3;3;3;3;3;3;3;3;5;4;3;7;3;2;4;4;4;3;3;3;3;3;4;6;3;3;2;3;2;3;2;2;3;3;2;3;4;3;3;3;4;6;3;3;3;2;3;4;4;4;4;6;3;4;2;2;2;3;3;5;3;2;3;3;4;3;3;3;3;3;3;2;4;3;3;2;3;2;3;3;2;4;2;4;3;4;4;6;3;3;4;2;3;5;3;2;3;3;2;3;2;3;3;3;4;4;3;2;3;3;3;3;3;2;2;3;4;3;2;3;4;4;4;3;3;6;3;3;2;3;3;4;3;4;3;3;3;3;3
sd1.sparql;51;11;9
duc1.sparql;123;13;18;14;16;14;13
vd2.sparql;39;16;23
vd1.sparql;22;5;4;6
vd3.sparql;15;12
vd5.sparql;120;58;74
vf2.sparql;199;117;112;118;118
vf3.sparql;3541;1516;1521;1531
duc5.sparql;778;282;281
duc2.sparql;23;18;19;21
duc4.sparql;41;44;38;44;32
duc3.sparql;52;7
sd3.sparql;16
vf4.sparql;1396;549
sd2.sparql;2;2;2;1;2
dp3.sparql;72;6
dsv1.sparql;1747;123;84;75;81;69;105;136;93;79;96;108;125;102;132;99;97;72;87;107;87;88;82;114;119;95;104;129;108;98;115;96;96;96;105;134;71;98;104;99;112;83;78;103;81;75;132;127;105;147;105;104;110;98;81;72;72;106;91;91;134;135;99;89;96;104;115;112;122;70;120;114;121;125;104;72;85;94;109;84;87;94;179;119;97;108;109;120;133;122;88;100;82;135;134;105;84
dsv2.sparql;48;32;31;35;31;36;31;36;33;29;40;34;54;41;52;53;52;35;55;52;36;31;34;40;52;52;53;51;32;30;37;30;34;29;43;35;31;31;52;31;50;34;53;31;32;34;35;31;35;51;52;30;35;51;37;52;51;52;32;35;31;31;30;34;33;33;34;31;38;30;31;35;35;33;30;32;31;52;37;29;33;52;31;29;36;31;34;34;31;29;29;31;50;34;29;31;34;35;52;35;41;40;53;35;30;31;37;53
qd4.sparql;543;13;10;11;9
qd3.sparql;40;22;20
dsv4.sparql;3347;1506;1509;1528;1444;1455;1442;1456;1448;1445;2115;1451;1470;1454;1449;2221;1737;1448;1449;1446;1492;2398;1455;1440;1452;1441;1443;2406;1448;1447;1450;2275;1446;1468;2392;1447;1463;1449;1439;1446;1764;1452;2410;1445;1450;2396;1441;1443;1444;1443;1442;1446;1445;1450;1446;1451;1439;1441;2161;1465;1451;1457;1497;1446;1440;2409;2414;2205;1450;1447;1448;1447;1445;1444;1447;1455;1444;1447;1441;1447;2374;1444;2407;1446;1448;1444;1447;1450;1439;1442;1476;1442;1440;1442;1449
dsv3.sparql;102;3;3;3;3;3;4;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;2;2;2;2;2;3;3;4;2;3;2;2;3;2;2;2;1;4;2;3;2;3;3;3;2;2;2;2;3;2;2;2;3;2;2;2;3;2;3;2;1;2;2;3;2;2;3;2;2;3;2;2;2;3;2;2;3;3;2;2;2;2;2;2;2;2;2;3;3;2;2;3;3;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;5;3;3;2;2;2;2;2;5;3;2;3;2
qd1.sparql;8;5;5;5;5;6;6
qd5.sparql;58;28;25;27;26
qd2.sparql;20;13;8;8
qd6.sparql;116;64;80
dsv5.sparql;20833;2813;4061;3272;2853;2821;2935;3026;2923;3219;2885;2949;2897;3014;2821;2724;2854;3025;2724;2777;2903;2750;2903;2944;3075;3074;2770;2738;2818;2810;2882;2911;2817;2758;2898;2687;2621;2909;3036;2742;3037;2654;2894;3011;2919;2682;2803;2807;2963;2793;2744;2741;2885;2753;2699;2978;2843;2711;2689;2792;2719;2880;3034;2888;2842;2885;2777;2877;2772;2795;2843;2907;3074;2891;2786;3025;2803;2825;2979;2854;2819;2931;2964;2849;2891;2939;2947;2903;2739;3082;2905;2856;2827;2982;3094;2708
dsv6.sparql;313;85;79;84;83;79;134;86;82;80;80;77;81;135;82;81;77;82;86;81;75;134;85;82;89;80;79;77;83;76;83;79;78;76;81;87;85;78;83;80;84;84;92;93;132;91;78;80;133;77;107;79;114;84;133;83;84;79;81;133;87;133;77;78;94;79;79;83;82;82;79;79;78;137;83;83;80;78;84;78;83;76;84;88;82;84;76;78;82;78;78;82;78;81;134;80;81;79;77;80;84;84;78;78;77;83;78;78;109
dp1.sparql;28
dp2.sparql;30;5
dp4.sparql;10;6;7;8;7;7;9
