query_name;avg_time;max_time;min_time;total_no
duc7.sparql;742;1297;643;26
duc6.sparql;133;469;88;28
vd7.sparql;922;1067;846;26
vf2b.sparql;2451;3696;1995;21
vd6.sparql;46;74;37;17
dsv5b.sparql;6100;9962;5188;22
vf3b.sparql;1817;3460;1495;30
dv1.sparql;13;146;4;20
sd1.sparql;16;98;7;32
duc1.sparql;11;160;4;30
vd1.sparql;14;71;7;25
vd5.sparql;724;1166;604;23
vd2.sparql;717;1022;629;20
vd3.sparql;41;112;26;25
vf2.sparql;4428;9680;3500;23
vf3.sparql;3313;4881;3083;22
duc4.sparql;235;938;170;24
duc2.sparql;744;1363;614;23
duc5.sparql;631;1024;537;29
duc3.sparql;28;69;19;31
sd3.sparql;17;108;8;28
vf4.sparql;1950;2398;1793;23
sd2.sparql;13;44;7;30
dp3.sparql;14;51;8;19
dsv2.sparql;29;259;8;22
qd4.sparql;972;1049;900;33
qd3.sparql;718;1015;651;23
dsv1.sparql;7;26;3;24
dsv3.sparql;53;1497;3;31
dsv4.sparql;2979;4084;2668;14
qd1.sparql;280;7252;19;29
qd2.sparql;589;1301;432;22
qd5.sparql;475;640;380;31
qd6.sparql;1018;1041;1013;19
dsv5.sparql;3433;5028;3122;20
dsv6.sparql;522;1177;435;26
dp1.sparql;7;111;3;39
dp4.sparql;19;53;11;22
dp2.sparql;11;31;7;23
