duc7.sparql;825;637;640;639;
duc6.sparql;162;151;106;116;119;111;223;104;
vd7.sparql;906;857;950;870;887;
vf2b.sparql;3351;3602;2113;3552;2180;2159;3303;2541;2398;2472;3586;2208;3411;2086;2082;3551;2332;2254;2190;2429;2265;2257;2264;2222;2119;2101;2302;2223;2111;2432;2269;2079;2818;2483;2276;2248;2071;2257;2112;2113;3860;2164;2233;2246;2638;2273;2237;2281;3120;2080;2079;2244;2092;2089;3622;2382;2116;2188;2326;2074;2262;2076;2255;2191;2289;2300;2242;3639;3543;2090;2184;2086;2455;2236;2250;2077;2410;2219;2180;2227;2236;2173;2062;2095;2105;2076;2061;2269;3654;2401;2216;3087;2403;2255;2178;2231;2143;2352;3590;2420;2132;2237;2716;2295;2273;2452;2226;2508;2141;2256;2421;2223;3611;2082;2137;2875;2297;2540;2250;2089;3480;2465;2357;2248;2440;3094;3611;2280;2098;2072;3442;2260;3510;2404;2227;2241;2234;2182;2183;2207;2129;3996;2151;3383;2232;3432;3445;2188;2334;2184;2131;2069;2122;2067;2130;2121;3646;2075;2246;2260;2091;3655;2626;3704;2089;2219;3566;2146;2155;2072;
vd6.sparql;129;48;20;19;29;22;
dsv5b.sparql;6332;6625;5424;
vf3b.sparql;2577;1621;1607;1645;1706;2100;2104;1719;1771;1583;1727;1957;1966;2145;1988;2266;2126;1675;1975;1564;2049;1608;1653;1612;1582;2007;1707;1938;1633;1752;1571;1595;1646;1962;1980;1581;1638;1599;1671;1588;1602;2439;1586;1667;1592;1956;2084;1576;1574;1602;1585;1609;1644;1619;1584;1600;1961;1563;1949;1607;1617;1919;1601;2145;2026;1646;1683;1880;2101;1571;1634;1920;1749;1614;1596;1574;1818;1597;1950;1608;1648;1988;1598;1611;1623;1615;1575;1569;1862;1584;1643;1620;1971;1599;2107;1596;1609;2122;2000;1802;1580;1592;2175;1647;1587;1599;1955;1591;1624;1600;1836;1893;1599;1572;1564;1604;1607;1622;1574;1563;1564;1602;1559;1600;1572;1823;1584;1599;1580;2434;1560;1592;1609;1598;1574;1601;1938;
sd1.sparql;19;13;13;9;10;8;8;
dv1.sparql;23;18;11;6;
duc1.sparql;114;13;17;9;11;10;7;8;
vd2.sparql;754;
vd5.sparql;901;832;589;607;595;608;849;597;609;582;
vd1.sparql;84;10;9;14;16;14;8;8;
vd3.sparql;121;32;
vf2.sparql;11367;4057;3782;5433;4393;4065;4000;6757;4554;4465;3730;3707;3867;3861;3973;3977;4143;4088;6973;4115;5363;5109;4084;4437;4323;3842;3852;5507;4491;3908;3928;4101;5529;4099;3710;4634;5492;4287;4119;3765;3731;5891;5799;3854;4433;5262;5877;3927;4101;4041;5277;4101;3903;3863;4045;5300;4325;5920;3845;3842;4114;4011;4991;4127;5829;5345;6400;4035;3843;5493;4141;3995;3966;3962;5495;4047;4022;5972;3833;4144;3947;3905;5188;5738;3924;5517;5929;4035;5537;5209;5914;4171;5964;3953;5566;5688;3803;4694;4129;5820;4107;3993;4159;4046;4139;3944;3761;5092;4165;4089;4854;3934;4121;3893;4111;3997;4034;3926;4107;5395;5318;3848;5273;4097;3931;5168;4699;4084;4116;3802;5997;5875;3995;5485;3804;3854;3930;4055;5871;4396;5885;
vf3.sparql;10689;6312;5423;5512;5486;3793;4917;3773;4237;3780;3800;4009;3893;5639;4286;5635;3789;3801;3821;3822;3834;6325;3780;3805;5641;3792;3831;4258;3796;3791;3783;3796;4180;5652;3800;3790;5658;3780;4294;3812;3778;3814;4114;3931;3801;5659;3806;3880;3810;3791;3791;3796;3814;4815;3788;4012;5665;3811;5666;4407;3798;3778;3782;3812;3819;4826;3796;3926;3799;3817;3789;3834;5946;3904;3809;5651;3832;3805;3901;3808;3775;3773;3778;3784;3781;3877;4244;3806;5999;4328;3790;3793;3777;3789;3786;4411;3866;4151;3770;3820;4335;4439;3799;3790;3780;3791;3802;3805;3793;3912;3788;3783;3785;5767;3780;3776;3862;3772;3772;4101;3788;3786;3923;3777;3791;3797;3790;3828;4240;3777;3793;3775;3771;3778;3781;3800;3777;3768;3769;3794;3788;3853;3770;5776;3837;4239;3776;3786;5763;3781;3786;3868;3780;3785;3792;3803;4254;3769;3780;5783;
duc3.sparql;89;39;25;36;23;93;21;35;
duc5.sparql;1399;586;547;537;540;539;
