duc7.sparql;1456;998;612;
duc6.sparql;182;130;97;
vd7.sparql;1054;
vf2b.sparql;2600;2699;
vd6.sparql;
dsv5b.sparql;5635;6274;7815;8257;5984;5212;5372;8655;8113;8076;5395;5753;5412;5397;5500;8253;5501;7360;6813;5743;5562;6887;6365;8204;7303;6594;5634;6221;5398;8234;5724;5327;5621;7622;5585;5457;7959;5649;5331;6258;5784;5715;6903;5961;5434;5375;6716;6351;5705;5380;7526;5978;7618;5682;8424;5673;5824;5531;6605;5868;5550;6033;5625;5525;5615;7156;6924;6478;6636;5511;6905;5648;5618;5621;7203;5955;7683;5727;8514;5746;6502;6565;5958;7385;5774;8217;5698;7541;5979;7113;5669;7243;
vf3b.sparql;
dv1.sparql;57;13;17;23;14;13;10;7;8;7;7;11;9;6;8;7;8;61;9;5;8;10;7;9;16;5;10;5;8;7;7;9;8;9;7;28;50;6;9;5;4;5;8;6;12;6;6;5;6;7;5;5;7;6;5;10;5;4;6;5;5;7;5;6;4;4;5;6;7;4;7;12;6;6;4;4;5;5;5;5;5;6;5;5;6;6;5;4;4;6;5;11;5;5;4;5;4;3;5;4;27;5;4;4;4;5;4;6;7;6;14;7;6;4;4;5;4;5;5;5;4;4;4;4;4;5;4;4;6;4;5;4;6;5;4;4;4;15;5;5;4;5;4;4;6;5;
sd1.sparql;77;13;
duc1.sparql;112;7;8;6;9;7;
vd2.sparql;1055;800;
vd1.sparql;62;24;9;
vd3.sparql;126;
vd5.sparql;1033;999;
vf2.sparql;6306;5987;4443;4267;
vf3.sparql;4533;4288;3952;
duc5.sparql;1749;1010;
duc2.sparql;601;1139;564;
duc4.sparql;387;414;476;358;
duc3.sparql;67;
sd3.sparql;
vf4.sparql;2828;
sd2.sparql;26;29;15;12;
dp3.sparql;107;
dsv1.sparql;73;18;9;11;9;15;10;12;8;9;11;20;13;6;11;5;14;7;9;6;7;6;7;5;7;16;5;5;13;6;6;8;5;6;7;14;10;5;7;6;7;8;5;5;10;5;4;4;10;6;4;7;4;4;12;4;5;4;8;23;4;6;4;4;3;4;7;5;4;4;14;12;5;5;5;4;5;6;13;3;4;5;4;6;3;9;4;3;6;5;7;4;3;4;4;7;
dsv2.sparql;104;20;29;37;16;21;29;19;17;16;14;12;84;17;17;22;16;73;17;13;9;12;10;49;10;13;13;12;42;14;14;13;39;9;15;14;13;13;13;11;24;11;18;9;13;11;12;17;20;20;41;9;12;12;27;42;8;13;12;15;26;27;9;8;12;11;17;12;8;24;8;8;12;12;12;39;8;11;10;10;8;10;8;8;11;12;11;9;9;26;10;32;239;8;27;10;8;27;8;8;44;16;14;8;8;23;41;
qd4.sparql;1268;1044;949;961;
qd3.sparql;741;943;
dsv4.sparql;19401;2802;4092;2919;2484;2627;4174;2829;2474;3211;2514;2899;4778;2612;2967;3066;2849;2735;3459;2730;3086;3027;4005;2731;2752;2741;2731;3110;2741;2698;2723;3090;2758;3278;2838;3449;4581;2725;2707;3012;3192;2581;3312;3538;2530;4387;2903;4392;2897;2573;3259;2608;2563;2560;2523;2711;3149;4368;2546;2526;2554;4640;3119;3736;2575;2675;2568;2553;2627;2559;2552;3330;2694;3375;2579;3127;3168;3030;2609;2539;2681;2553;2662;2981;4679;2569;2604;3438;4379;2836;3008;3345;3137;2810;
dsv3.sparql;61;13;15;12;12;14;12;7;22;10;12;6;6;9;11;11;18;8;7;6;6;9;6;9;11;14;10;7;7;10;9;6;5;7;7;8;243;5;7;11;5;4;5;8;8;8;6;5;10;5;6;5;9;8;6;5;6;4;8;9;6;5;4;4;8;11;5;4;5;5;4;5;5;4;6;3;4;4;6;5;7;10;5;4;4;4;4;4;11;4;4;4;4;6;6;4;4;7;5;4;4;4;3;4;10;6;4;5;4;4;6;4;4;7;4;3;3;4;24;5;6;5;
qd1.sparql;36;38;42;22;32;27;
qd5.sparql;441;443;444;391;
qd2.sparql;505;609;716;
qd6.sparql;1051;1023;
dsv5.sparql;10829;3783;3209;3147;3320;3224;3440;3279;3367;3165;5103;3342;3219;4838;3194;3330;3721;3171;4835;3400;3479;3386;3464;3377;5344;3634;3688;4389;5064;3416;3357;3416;4285;3420;3973;3537;3721;3369;3344;3430;3780;3543;3553;4897;3428;3517;3355;4033;3476;3373;3429;4938;3710;3640;4003;3616;3353;3360;3473;4851;3332;3475;4349;5173;4046;3376;3471;4440;4293;3843;3660;3617;3491;3347;3410;3564;4216;3612;4263;5596;4214;3453;3457;3454;5165;3749;3628;3399;3405;3435;4232;3431;3936;3503;5005;
dsv6.sparql;3116;570;464;521;442;440;451;853;530;805;523;472;802;515;720;563;467;468;480;861;841;693;556;471;488;845;1035;1004;522;491;470;592;483;463;555;457;518;496;464;551;503;933;557;462;458;838;789;544;920;465;895;467;1018;466;554;836;470;506;831;667;873;468;453;657;472;902;515;880;468;835;510;835;462;473;471;652;547;465;1023;570;767;469;511;465;895;633;460;474;712;937;457;517;461;462;459;488;475;470;454;555;511;473;478;503;456;463;519;480;
dp1.sparql;
dp2.sparql;92;
dp4.sparql;116;19;19;20;31;28;
