query_name;avg_time;max_time;min_time;total_no
duc7.sparql;699;1179;613;21
duc6.sparql;236;1360;93;13
vd7.sparql;942;1020;853;11
vf2b.sparql;3398;8692;2393;12
vd6.sparql;37;159;18;18
dsv5b.sparql;6401;8462;5451;70
vf3b.sparql;1912;2514;1569;16
dv1.sparql;7;74;3;68
sd1.sparql;30;160;7;9
duc1.sparql;14;120;4;20
vd3.sparql;60;257;29;15
vd5.sparql;827;1178;592;16
vd1.sparql;28;222;7;15
vd2.sparql;719;1022;637;17
vf2.sparql;4620;6284;4006;15
vf3.sparql;4258;6064;3874;15
duc5.sparql;765;1344;537;8
duc3.sparql;38;71;26;6
duc2.sparql;677;1136;585;16
duc4.sparql;191;324;166;20
sd3.sparql;18;59;8;14
vf4.sparql;1914;2556;1813;19
sd2.sparql;15;32;7;13
dp3.sparql;14;53;8;20
qd4.sparql;994;1166;891;14
dsv2.sparql;31;539;8;54
dsv1.sparql;6;32;3;64
qd3.sparql;823;1023;660;20
dsv4.sparql;3487;18078;2607;53
dsv3.sparql;8;49;3;56
qd1.sparql;47;305;20;16
qd2.sparql;545;893;405;15
qd6.sparql;1022;1056;1013;17
qd5.sparql;516;845;375;20
dsv5.sparql;3735;5604;3221;62
dsv6.sparql;600;1156;488;57
dp1.sparql;10;92;3;16
dp4.sparql;128;1958;10;18
dp2.sparql;11;22;7;26
