query_name;avg_time;max_time;min_time;total_no
duc7.sparql;664;788;636;7
duc6.sparql;122;218;90;13
vd7.sparql;936;1071;887;7
vf2b.sparql;2684;6271;2182;131
vd6.sparql;244;2191;34;11
vf3b.sparql;1887;11136;1554;144
dsv5b.sparql;6114;6968;5790;6
sd1.sparql;9;16;7;12
dv1.sparql;10;51;4;8
duc1.sparql;16;75;5;7
vd1.sparql;40;381;7;13
vd5.sparql;740;1023;620;13
vd2.sparql;683;753;638;9
vd3.sparql;41;91;28;8
vf2.sparql;4688;7330;3875;136
vf3.sparql;4096;6881;3592;134
duc3.sparql;40;66;27;3
duc4.sparql;218;388;174;7
duc2.sparql;669;950;606;6
duc5.sparql;706;1176;540;4
vf4.sparql;1944;3785;1809;145
sd3.sparql;27;102;11;7
sd2.sparql;208;1962;8;10
dp3.sparql;21;164;8;14
qd3.sparql;737;1054;648;10
qd4.sparql;935;972;913;7
dsv2.sparql;91;242;32;4
dsv1.sparql;34;73;4;3
dsv4.sparql;2959;3739;2658;9
dsv3.sparql;12;72;4;10
qd1.sparql;31;140;20;16
qd6.sparql;1019;1045;1012;12
qd2.sparql;539;773;426;7
qd5.sparql;482;675;387;8
dsv5.sparql;4145;5782;3376;8
dsv6.sparql;548;683;489;9
dp1.sparql;6;14;4;6
dp2.sparql;24;113;8;8
dp4.sparql;27;51;11;3
