query_name;avg_time;max_time;min_time;total_no
duc7.sparql;670;1118;524;76
duc6.sparql;126;472;88;77
vd7.sparql;921;1021;836;17
vf2b.sparql;2691;3619;2187;14
vd6.sparql;35;118;20;16
vf3b.sparql;2126;6858;1545;14
dsv5b.sparql;5993;6586;5659;4
sd1.sparql;19;144;7;16
dv1.sparql;6;23;4;13
duc1.sparql;8;115;4;84
vd5.sparql;784;1572;574;19
vd1.sparql;14;47;7;12
vd2.sparql;1757;10897;617;10
vd3.sparql;42;117;26;10
vf2.sparql;4932;9209;3821;15
vf3.sparql;4158;5784;3932;17
duc2.sparql;640;2472;492;76
duc4.sparql;203;680;154;85
duc3.sparql;30;71;20;62
duc5.sparql;587;1252;482;89
vf4.sparql;1974;3969;1787;17
sd3.sparql;18;51;10;7
sd2.sparql;14;41;7;13
dp3.sparql;14;41;8;12
qd3.sparql;812;1244;653;13
qd4.sparql;947;1094;880;15
dsv2.sparql;27;191;8;21
dsv1.sparql;7;20;3;8
dsv3.sparql;13;98;3;11
dsv4.sparql;2989;3922;2666;12
qd1.sparql;29;54;19;7
qd6.sparql;1023;1089;1013;17
qd2.sparql;488;674;411;12
qd5.sparql;463;647;379;11
dsv5.sparql;3562;4988;3238;17
dsv6.sparql;593;1584;482;18
dp1.sparql;8;59;3;12
dp4.sparql;16;56;10;17
dp2.sparql;11;16;9;9
