query_name;avg_time;max_time;min_time;total_no
duc7.sparql;676;825;637;5
duc6.sparql;132;223;97;9
vd7.sparql;889;950;857;6
vf2b.sparql;2456;3996;2061;171
vd6.sparql;40;129;19;7
dsv5b.sparql;6067;6625;5424;4
vf3b.sparql;1738;2577;1559;138
sd1.sparql;11;19;8;8
dv1.sparql;12;23;5;5
duc1.sparql;21;114;7;9
vd2.sparql;719;754;684;2
vd5.sparql;669;901;582;11
vd1.sparql;19;84;8;9
vd3.sparql;64;121;32;3
vf2.sparql;4591;11367;3707;142
vf3.sparql;4158;10689;3768;161
duc3.sparql;44;93;21;9
duc5.sparql;674;1399;537;7
duc4.sparql;248;564;170;8
duc2.sparql;743;1264;610;5
vf4.sparql;1950;5077;1791;145
sd3.sparql;36;106;9;4
sd2.sparql;14;21;11;5
dp3.sparql;29;99;9;5
qd3.sparql;868;1015;684;4
dsv1.sparql;10;24;4;7
qd4.sparql;977;1057;901;7
dsv2.sparql;31;102;12;8
dsv3.sparql;10;61;4;10
dsv4.sparql;2967;3420;2745;4
qd1.sparql;25;30;20;6
qd2.sparql;528;682;445;3
qd5.sparql;469;533;407;4
qd6.sparql;1017;1028;1014;5
dsv5.sparql;3440;4994;3131;8
dsv6.sparql;542;581;514;3
dp1.sparql;6;12;4;8
dp4.sparql;17;55;10;11
dp2.sparql;12;23;7;9
