query_name;avg_time;max_time;min_time;total_no
duc7.sparql;678;1242;588;67
duc6.sparql;129;373;88;60
vd7.sparql;933;1147;857;17
vf2b.sparql;2779;4500;2251;17
vd6.sparql;42;196;18;11
vf3b.sparql;2135;9284;1574;19
dsv5b.sparql;5967;7308;5474;9
sd1.sparql;13;73;7;23
dv1.sparql;7;27;4;12
duc1.sparql;10;160;4;57
vd3.sparql;182;2103;26;15
vd5.sparql;698;1083;576;16
vd1.sparql;12;37;7;19
vd2.sparql;702;981;628;19
vf2.sparql;4669;6976;4022;13
vf3.sparql;4116;5311;3944;24
duc2.sparql;708;1385;554;79
duc3.sparql;32;222;20;62
duc5.sparql;665;1859;511;74
duc4.sparql;209;515;160;71
vf4.sparql;2078;5047;1806;19
sd3.sparql;18;58;9;7
sd2.sparql;17;121;7;20
dp3.sparql;25;227;9;17
dsv1.sparql;8;51;3;17
qd3.sparql;733;1053;663;12
dsv2.sparql;26;105;11;11
qd4.sparql;952;1027;900;17
dsv3.sparql;8;45;4;12
dsv4.sparql;2916;4522;2623;17
qd1.sparql;35;137;19;16
qd6.sparql;1039;1358;1012;17
qd5.sparql;489;990;382;10
qd2.sparql;553;754;422;24
dsv5.sparql;3851;5095;3318;15
dsv6.sparql;678;1030;490;16
dp1.sparql;15;156;3;15
dp2.sparql;23;179;7;14
dp4.sparql;17;51;9;15
