query_name;avg_time;max_time;min_time;total_no
duc7.sparql;1062;1456;612;4
duc6.sparql;129;182;97;4
vd7.sparql;1024;1054;994;2
vf2b.sparql;2919;3460;2600;3
vd6.sparql;81;81;81;1
dsv5b.sparql;6377;8655;5212;93
vf3b.sparql;1857;1857;1857;1
dv1.sparql;7;61;3;147
sd1.sparql;35;77;13;3
duc1.sparql;22;112;6;7
vd2.sparql;886;1055;800;3
vd1.sparql;26;62;9;4
vd3.sparql;88;126;51;2
vd5.sparql;892;1033;646;3
vf2.sparql;5034;6306;4171;5
vf3.sparql;4181;4533;3952;4
duc5.sparql;1120;1749;601;3
duc2.sparql;716;1139;560;4
duc4.sparql;360;476;169;5
duc3.sparql;50;67;33;2
sd3.sparql;69;69;69;1
vf4.sparql;2530;2828;2233;2
sd2.sparql;18;29;12;5
dp3.sparql;58;107;10;2
dsv1.sparql;7;73;3;97
dsv2.sparql;20;239;8;108
qd4.sparql;1049;1268;949;5
qd3.sparql;899;1015;741;3
dsv4.sparql;3210;19401;2474;95
dsv3.sparql;9;243;3;123
qd1.sparql;31;42;22;7
qd5.sparql;494;751;391;5
qd2.sparql;573;716;463;4
qd6.sparql;1033;1051;1023;3
dsv5.sparql;3842;10829;3147;96
dsv6.sparql;616;3116;440;109
dp1.sparql;23;23;23;1
dp2.sparql;52;92;12;2
dp4.sparql;36;116;19;7
