query_name;avg_time;max_time;min_time;total_no
duc7.sparql;693;1233;586;120
duc6.sparql;267;15576;89;108
vd7.sparql;860;887;836;4
vf2b.sparql;2331;2885;2162;5
vd6.sparql;32;46;19;6
dsv5b.sparql;5839;6356;5481;6
vf3b.sparql;1743;2014;1597;6
sd1.sparql;20;62;9;5
dv1.sparql;9;23;4;5
duc1.sparql;10;308;4;120
vd2.sparql;801;1105;625;10
vd3.sparql;66;148;31;4
vd5.sparql;642;977;575;8
vd1.sparql;16;45;8;6
vf2.sparql;4703;6275;3883;6
vf3.sparql;4101;4352;4041;7
duc2.sparql;677;2492;556;129
duc5.sparql;652;2273;511;107
duc3.sparql;33;379;19;120
duc4.sparql;207;531;160;91
vf4.sparql;2088;3074;1839;10
sd3.sparql;58;58;58;1
sd2.sparql;13;30;8;6
dp3.sparql;21;53;8;4
dsv2.sparql;30;102;10;5
qd4.sparql;963;1012;904;4
qd3.sparql;796;1018;670;5
dsv1.sparql;22;22;22;1
dsv4.sparql;4267;8215;2856;5
dsv3.sparql;17;57;3;4
qd1.sparql;52;87;24;5
qd2.sparql;596;1200;417;6
qd5.sparql;450;626;387;6
qd6.sparql;1018;1032;1014;7
dsv5.sparql;3890;5609;3208;10
dsv6.sparql;755;1823;521;6
dp1.sparql;10;55;3;8
dp2.sparql;45;150;7;7
dp4.sparql;115;200;30;2
