query_name;avg_time;max_time;min_time;total_no
duc7.sparql;672;1133;586;13
duc6.sparql;131;441;93;15
vd7.sparql;895;1020;856;17
vf2b.sparql;2553;6385;2112;93
vd6.sparql;46;87;37;11
vf3b.sparql;1806;2850;1532;100
dsv5b.sparql;6759;8846;5618;14
sd1.sparql;13;46;7;13
dv1.sparql;25;203;4;10
duc1.sparql;14;122;5;19
vd5.sparql;662;821;594;8
vd3.sparql;41;122;26;19
vd1.sparql;14;35;7;6
vd2.sparql;713;1016;626;17
vf2.sparql;4290;6876;3519;84
vf3.sparql;3828;13116;3388;101
duc5.sparql;824;4020;505;15
duc3.sparql;27;62;21;14
duc4.sparql;232;505;161;12
duc2.sparql;609;1181;556;14
vf4.sparql;1950;4269;1807;96
sd3.sparql;19;101;9;15
sd2.sparql;12;50;8;20
dp3.sparql;18;100;8;12
dsv1.sparql;8;70;3;21
qd4.sparql;969;1041;897;19
dsv2.sparql;28;95;9;19
qd3.sparql;726;1017;646;15
dsv4.sparql;3504;5126;2829;14
dsv3.sparql;6;47;3;18
qd1.sparql;27;44;19;13
qd5.sparql;498;701;391;15
qd2.sparql;544;697;429;12
qd6.sparql;1017;1033;1012;11
dsv5.sparql;3720;5277;3388;16
dsv6.sparql;723;1471;500;11
dp1.sparql;10;97;3;22
dp4.sparql;20;58;9;15
dp2.sparql;9;16;7;16
