duc7.sparql;649;689;646;646
duc6.sparql;471;170;100;103;135;99;139;111;143;91
vd7.sparql;1282;1026;892;944;875;881
vf2b.sparql;2631;2299;3566;2412;2428
vd6.sparql;41;38;31;26;22;21;32;28;48;19
vf3b.sparql;1904;1744;1586;2005;2120
dv1.sparql;176;28;29;15;12;10;7;9;11;8;8;11;7;8;8;7;8;7;7;9;8;14;9;7;15;9;8;7;5;16;7;7;7;5;6;9;8;19;7;5;7;8;6;7;6;14;4;5;4;6;6;7;5;5;5;6;5;4;5;11;9;5;6;5;4;25;4;6;5;5;5;5;4;6;5;9;6;5;4;5;4;4;8;51;5;4;4;5;6;5;4;7;6;4;9;5;4;4;4;9;4;4;6;4;6;4;4;6;5;10;4;6;5;6;4;4;4;5;4;4;4;5
sd1.sparql;25;18
duc1.sparql;87;9;8;8;8;7
vd3.sparql;545;70;62;44;33;46;28;33
vd2.sparql;1051;643;998;1016;681;649;672
vd1.sparql;60;16;13;27;10;10;12;10;12;7
vd5.sparql;990;590;958;592
vf2.sparql;5815;4491;4185;7780;4317
vf3.sparql;15318;6026;4625;3925
duc4.sparql;1600;237;329;221;399;321;341;190;181
duc5.sparql;1330;1005;551
duc2.sparql;670;626;636;607;610;652;634
duc3.sparql;68;21;32;22;23
vf4.sparql;2778;1854;1857;1843;1854;1853;1826;1821;1845;1822;1829
sd3.sparql;70;27;16;20;20;32;13
sd2.sparql;121;22;18;14;17;11;13;12;8;9;11;47
dp3.sparql;36;37;11
dsv2.sparql;1941;67;111;12;32;10;14;13;32;22;14;13;10;11;17;13;12;19;14;14;18;18;12;26;21;14;17;8;12;16;25;12;21;13;12;9;11;13;13;9;10;10;13;12;15;11;12;12;12;9;17;11;13;10;12;11;12;14;9;11;9;9;13;14;8;12;8;17;11;11;8;9;12;9;11;33;8;10;13;11;28;10;11;13;10;10;8;11;8;15;10;8;12;13;12;13;12;8;11;24;12;10;9;32;14;8;8;10;11;9;11;10;8;7;12;8;11;8;8;8;8;8;8;10;9;11;11;8;8;11;8
dsv1.sparql;85;17;15;9;14;11;11;6;12;10;35;7;17;8;5;17;11;18;5;9;5;9;9;6;11;13;29;13;25;6;9;8;5;6;13;6;6;5;7;8;5;11;6;23;5;11;17;6;5;5;5;6;4;13;5;5;5;4;6;5;7;6;10;8;4;4;13;4;4;7;9;10;4;5;4;7;4;9;4;15;5;4;4;7;6;4;10;4;5;5;8;23;10;6;9;7;4;4;5;5;10;5;4;19;12;3;4;9;4;7;6;7;11;4;4;5;5;7;4;4;5;5;4;5;5;5;9;5;10;4;4;4;4;4;4;7;19;6;4;4;4;6;10;7;4;3;4;5
qd3.sparql;707;675;743
qd4.sparql;966;936;918;981;928;1007;914
dsv4.sparql;8615;2989;2490;4559;2394;2358;2362;2610;2684;2532;2533;2499;2527;2510;2707;2654;2588;3534;4448;2627;2627;2598;2604;2950;2761;4100;4035;2608;2684;2617;2609;2626;2591;2631;3815;3132;2607;2598;2609;2613;2608;2602;2597;2599;4392;2651;2691;2613;2658;2663;4389;2605;2608;2624;2623;4378;2626;2625;2618;2666;2617;2629;3420;2609;2643;2693;2681;2657;2658;2679;2702;2670;2650;2663;4461;2692;2675;4468;2665;2649;2660;2690;2641;2672;2667;2665;2673;2657;2673;2679;2757;3503;2690;2716;3435;2697;2661;3537;4264;2685;2964;4411;4458;2679;2692;2678;3132;4432;3341;4437;4434;2721;2653;2661;2700;2654;2690;2669;2683;2737;3621;3318;2670;4446;2653;2654
dsv3.sparql;45;10;10;14;25;8;9;7;12;7;11;8;7;7;5;8;7;7;6;8;6;5;8;14;7;7;6;7;5;6;7;6;8;5;28;9;13;6;6;5;4;5;7;12;6;9;6;5;5;5;5;4;5;5;4;5;5;9;7;7;4;5;3;6;6;5;4;3;5;8;5;6;5;5;9;6;6;4;5;4;5;5;5;5;4;6;4;6;4;4;5;4;5;11;6;4;7;5;4;20;9;3;3;4;6;5;7;4;6;3;4;3;4;6;4;7;4;5;3;4
qd1.sparql;31;27;30;27;29;23
qd5.sparql;1711;446;399;424
qd2.sparql;469;453;473;476;499;435;427
qd6.sparql;1034;1025;1017;1015;1021;1017;1019
dsv6.sparql;2346;1123;988;586;508;475;592;438;504;558;448;448;507;809;573;815;452;1059;466;495;486;826;831;831;540;487;846;854;486;492;508;490;491;496;483;488;667;486;890;501;511;491;507;521;488;497;856;589;517;483;866;481;483;486;495;862;510;491;495;864;530;896;493;866;496;497;502;519;500;506;863;513;495;501;488;504;506;540;493;490;540;502;504;491;492;492;866;866;895;866;905;502;500;488;487;493;522;511;487;863;516;520;865;863;496;955;531;505;960;492;489;498;518;489;514;504;496;492;489;500;566;502;523;515;499;863;865;492;492;501
dp1.sparql;18;5;4;5;4
dp2.sparql;45;29;22;30;23;11;12;12;15;9;36;13;11
dp4.sparql;57;17;17
