duc7.sparql;560;784;521;522
duc6.sparql;279;106;101
vd7.sparql;1049;1026;924;904;914;1024;864;877;923;856;901;863;910;885;1018;867;870;920;866;868;846;871;868;871;843;857;863;861;865;858;863;857;874;872;976;865;872;884
vf2b.sparql;2191;2557;2306
vd6.sparql;140;51;54;55;38;41;50;31;22;24;26;33;30;28;22;30;30;25;23;38;27;25;25;25;34;26;26;53;24;20;26;21;34;20;21;27;20;25;25;25;24;26;21;19;29
vf3b.sparql;2356;1776
sd1.sparql;37;16;18;16;10;13;15;9;15;9;12;24;8;10;9;15;8;16;9;8;13;10;8;11;20;8;12;11;11;8;10;11;7;12;9;7;7;8;11;7;8;10;11;7
dv1.sparql;22;5;6;6;4
duc1.sparql;118;14;9;6
vd2.sparql;3057;1119;646;642;731;654;652;671;631;654;668;991;747;640;1003;642;650;647;980;646;656;663;658;722;667;641;634;744;636;630;643;618;696;700;630;642;633;627;651;640;642;678;641;632;637;631;635
vd1.sparql;106;40;28;22;13;16;12;20;14;12;9;13;13;10;10;9;24;11;13;17;8;9;14;10;7;9;10;8;8;8;12;10;8;8;7;12;7;10;8;8;7;9;8
vd3.sparql;207;46;71;43;44;47;45;38;44;30;30;45;32;39;47;46;41;36;35;54;46;27;61;43;28;36;26;33;33;30;31;30;40;38;28;27;27;26;31;28;28;33;32;33;30;35;67;26;41
vd5.sparql;706;615;599;648;593;592;583;771;964;607;590;657;593;653;605;681;592;589;656;669;1004;659;621;588;612;641;581;950;593;681;925;582;579;593;582;600;601;594;943;597;590;598;604;608;591;663;947;591;601;592
vf2.sparql;5985;5470;4082;3885;3867;6087
vf3.sparql;12115;3814;3813;3938;4420;4735
duc4.sparql;1267;170;295;161;286;166
duc5.sparql;1499;877;533;518;498;503;498;512;497
duc3.sparql;70;24;32;24;24;21;19
duc2.sparql;580;515;554;493;522
sd3.sparql;84;22;31;17;16;15;15;16;10;18;16;10;11;12;12;9;9;9;14;10;12;12;12;11;8;9;13;9;8;9;9;8;12;11;11;7;10;9;9;9;9;14;12
vf4.sparql;4426;1868
sd2.sparql;202;48;36;29;23;24;13;15;12;17;20;14;14;12;13;11;11;13;10;10;13;9;9;11;9;8;11;7;8;11;12;8;10;11;7;8;11;16;11;10
dp3.sparql;251;15;15;19;19;18;13;17;16;26;10;10;9;22;12;17;10;10;11;10;10;16;9;14;10;16;9;9;12;11;20;9;28;11;11;9;12;9;11;10;9;11;10;12;10;8;8;13;13;8;11;12;10;8
qd3.sparql;1078;806;675;684;1040;1018;672;688;670;1015;1017;674;686;665;693;679;1017;676;683;932;702;699;759;680;665;663;675;818;678;1016;686;678;1014;664;701;684;1014;1014;683;666;683
qd4.sparql;1085;936;921;919;1030;1019;921;982;921;913;1017;941;1016;920;903;917;965;954;1016;890;901;909;1013;910;900;906;983;908;914;922;925;907;910;913;925;919;900;914;904;914;907;902;902
dsv2.sparql;108;44;18;11
dsv1.sparql;55;6;4
dsv4.sparql;3275;3382;2572;2809;2633;2662;4110
dsv3.sparql;47;6;5;5;4
qd1.sparql;28;30;31;30;29;34;24;21;37;42;35;33;57;24;39;25;32;32;23;23;23;27;30;31;26;26;20;21;20;22;25;36;31;30;22;29;25;21;30;21;21;21;26;21;21;28;22;28;23;19;27;21;21;20;19;29
qd2.sparql;1304;967;973;654;469;452;464;433;558;431;431;462;439;455;446;497;633;462;690;686;687;434;446;682;442;439;440;432;427;410;428;426;422;687;436;429;419;425;430;457;423;429;424;438;431;410;436;410;472
qd5.sparql;704;446;661;414;613;427;653;660;407;403;621;403;407;579;394;412;393;391;398;424;452;403;406;394;379;406;381;422;385;411;406;401;420;403;399;394;389;392;386;398;413;389;397;381;518;549;397;399;393;395;391
qd6.sparql;1120;1047;1020;1021;1019;1028;1019;1024;1021;1027;1052;1024;1016;1019;1019;1028;1016;1017;1014;1014;1013;1017;1017;1014;1016;1015;1013;1019;1016;1017;1016;1015;1015;1016;1024;1013;1017;1016;1014;1015;1015;1015;1013;1013;1014;1018;1012
dsv6.sparql;668;530;532;584;744;911
dp1.sparql;136;13;6;4;5;6;6;6;4;5;6;8;5;7;4;6;5;5;5;4;4;5;5;5;4;4;5;4;4;5;4;4;4;5;4;5;5;4;3;4;4;3;4;3;5;5;3;7;6;4;6;5;4;4;3;3;4
dp2.sparql;146;52;35;17;15;14;13;16;12;13;11;14;11;15;10;11;19;10;9;9;10;11;27;12;10;8;10;11;7;14;10;13;19;10;7;8;7;8;10;8;11;8;8;8;8;10;12;8;11;12;9
dp4.sparql;135;30;26;21;15;23;19;16;15;17;16;17;22;12;14;15;11;17;21;16;16;20;13;13;10;14;12;14;15;19;16;12;10;11;14;14;12;11;17;10
