query_name;max;min;mean;stddev;0.5p;0.25p;0.75p;n
duc7.sparql;784.0;521.0;596.75;126.14640964635761;521.0;521.0;521.0;4
duc6.sparql;279.0;101.0;162.0;101.35580891098448;101.0;101.0;101.0;3
vd7.sparql;1049.0;843.0;894.6052631578947;53.75899144087143;843.0;843.0;843.0;38
vf2b.sparql;2557.0;2191.0;2351.3333333333335;187.1639210246818;2191.0;2191.0;2191.0;3
vd6.sparql;140.0;19.0;31.977777777777774;19.076983858338643;19.0;19.0;19.0;45
vf3b.sparql;2356.0;1776.0;2066.0;410.1219330881976;1776.0;1776.0;1776.0;2
sd1.sparql;37.0;7.0;11.681818181818183;5.425061256851572;7.0;7.0;7.0;44
dv1.sparql;22.0;4.0;8.6;7.536577472566709;4.0;4.0;4.0;5
duc1.sparql;118.0;6.0;36.75;54.26708640296314;6.0;6.0;6.0;4
vd2.sparql;3057.0;618.0;738.2553191489362;362.33868783136097;618.0;618.0;618.0;47
vd1.sparql;106.0;7.0;14.348837209302323;15.670542156315728;7.0;7.0;7.0;43
vd3.sparql;207.0;26.0;41.10204081632652;26.304502860694768;26.0;26.0;26.0;49
vd5.sparql;1004.0;579.0;657.48;117.75592883379674;579.0;579.0;579.0;50
vf2.sparql;6087.0;3867.0;4896.0;1065.592417390439;3867.0;3867.0;3867.0;6
vf3.sparql;12115.0;3813.0;5472.5;3275.170881038118;3813.0;3813.0;3813.0;6
duc4.sparql;1267.0;161.0;390.83333333333337;433.5857085590652;161.0;161.0;161.0;6
duc5.sparql;1499.0;497.0;659.4444444444445;337.8073086506237;497.0;497.0;497.0;9
duc3.sparql;70.0;19.0;30.571428571428573;17.849903294389236;19.0;19.0;19.0;7
duc2.sparql;580.0;493.0;532.8;34.25930530527436;493.0;493.0;493.0;5
sd3.sparql;84.0;7.0;13.697674418604652;11.800998512476513;7.0;7.0;7.0;43
vf4.sparql;4426.0;1868.0;3147.0;1808.7791462751886;1868.0;1868.0;1868.0;2
sd2.sparql;202.0;7.0;18.674999999999994;30.815736489407733;7.0;7.0;7.0;40
dp3.sparql;251.0;8.0;17.01851851851851;32.74284639759703;8.0;8.0;8.0;54
qd3.sparql;1078.0;663.0;778.2926829268292;150.0696911275623;663.0;663.0;663.0;41
qd4.sparql;1085.0;890.0;937.0697674418604;46.11186984303304;890.0;890.0;890.0;43
dsv2.sparql;108.0;11.0;45.25;44.17672841364934;11.0;11.0;11.0;4
dsv1.sparql;55.0;4.0;21.666666666666664;28.88482877451991;4.0;4.0;4.0;3
dsv4.sparql;4110.0;2572.0;3063.285714285714;561.873566527119;2572.0;2572.0;2572.0;7
dsv3.sparql;47.0;4.0;13.4;18.796276226955168;4.0;4.0;4.0;5
qd1.sparql;57.0;19.0;27.0;6.8277508608751845;19.0;19.0;19.0;56
qd2.sparql;1304.0;410.0;513.8163265306123;174.09260867296408;410.0;410.0;410.0;49
qd5.sparql;704.0;379.0;440.37254901960785;87.35993607697151;379.0;379.0;379.0;51
qd6.sparql;1120.0;1012.0;1020.9148936170212;16.645706832895307;1012.0;1012.0;1012.0;47
dsv6.sparql;911.0;530.0;661.5;147.76163236781056;530.0;530.0;530.0;6
dp1.sparql;136.0;3.0;7.122807017543857;17.44283538492705;3.0;3.0;3.0;57
dp2.sparql;146.0;7.0;15.23529411764705;20.118238725389563;7.0;7.0;7.0;51
dp4.sparql;135.0;10.0;18.774999999999995;19.3556292745905;10.0;10.0;10.0;40
