query_name;max;min;mean;stddev;0.5p;0.25p;0.75p;n
duc6.cy;26537.0;49.0;1533.055555555556;6240.180742784169;49.0;49.0;49.0;18
duc4.cy;25817.0;66.0;1377.8000000000004;5752.446999687223;66.0;66.0;66.0;20
duc2.cy;4074.0;31.0;230.09090909090915;858.8182306208652;31.0;31.0;31.0;22
vd5.cy;218.0;3.0;11.121212121212118;37.17085348071592;3.0;3.0;3.0;33
qd3.cy;233.0;11.0;29.761904761904766;47.84235023690284;11.0;11.0;11.0;21
vd3.cy;125.0;3.0;8.03125;21.391111170221482;3.0;3.0;3.0;32
qd1.cy;106.0;3.0;7.22222222222222;17.041313012979636;3.0;3.0;3.0;36
vd7.cy;1628.0;5.0;46.43181818181817;244.01538244757432;5.0;5.0;5.0;44
qd5.cy;144.0;4.0;11.151515151515149;24.183053482916012;4.0;4.0;4.0;33
vf3.cy;1428.0;4.0;94.75;355.53724605634966;4.0;4.0;4.0;16
vd2.cy;204.0;5.0;17.833333333333332;39.82970998013229;5.0;5.0;5.0;24
sd2.cy;128.0;42.0;58.79411764705882;16.288645258258164;42.0;42.0;42.0;34
dp2.cy;79.0;3.0;6.588235294117647;12.947721566404681;3.0;3.0;3.0;34
dsv1.cy;361.0;72.0;116.1;61.69099567496395;72.0;72.0;72.0;20
dp4.cy;64.0;3.0;6.919999999999999;11.978870286188652;3.0;3.0;3.0;25
dsv3.cy;20.0;3.0;4.705882352941176;3.9649197009894297;3.0;3.0;3.0;17
duc7.cy;58.0;24.0;36.0;13.80217374184226;24.0;24.0;24.0;5
vf2b.cy;65.0;4.0;8.166666666666668;12.2994049579173;4.0;4.0;4.0;24
dv1.cy;29.0;3.0;5.857142857142857;4.789759800010741;3.0;3.0;3.0;28
duc3.cy;156.0;67.0;86.85714285714286;20.676764046353373;67.0;67.0;67.0;21
duc5.cy;1138.0;71.0;133.14285714285717;198.72048381541015;71.0;71.0;71.0;28
duc1.cy;19.0;3.0;6.380952380952381;3.7746018396142196;3.0;3.0;3.0;21
qd2.cy;82.0;3.0;6.1875;13.869059321079167;3.0;3.0;3.0;32
vd6.cy;1511.0;36.0;123.94736842105263;336.02835093423136;36.0;36.0;36.0;19
vf3b.cy;10.0;3.0;5.64;1.823001188516709;3.0;3.0;3.0;25
qd4.cy;486.0;3.0;15.659090909090898;72.5675124895554;3.0;3.0;3.0;44
qd6.cy;1200.0;3.0;37.02702702702704;196.50522844139485;3.0;3.0;3.0;37
sd1.cy;994.0;49.0;102.67857142857142;175.44653159790718;49.0;49.0;49.0;28
vf4.cy;412.0;4.0;29.05882352941176;98.68476996745453;4.0;4.0;4.0;17
dsv6.cy;47682.0;4796.0;12867.0;7951.338599494397;4796.0;4796.0;4796.0;22
vf2.cy;13403.0;73.0;1009.4545454545452;3141.2389234227267;73.0;73.0;73.0;22
sd3.cy;4184.0;55.0;195.93939393939388;716.1685354803863;55.0;55.0;55.0;33
dsv4.cy;33244.0;5678.0;7868.039999999999;5362.881513079824;5678.0;5678.0;5678.0;25
vd1.cy;70.0;4.0;8.931034482758623;12.406596846847135;4.0;4.0;4.0;29
dp1.cy;28.0;3.0;5.034482758620689;4.609638648842925;3.0;3.0;3.0;29
dp3.cy;74.0;3.0;6.473684210526317;11.375024424340303;3.0;3.0;3.0;38
dsv2.cy;1482.0;209.0;322.63157894736844;283.6721915886394;209.0;209.0;209.0;19
