query_name;max;min;mean;stddev;0.5p;0.25p;0.75p;n
duc6.cy;29648.0;44.0;473.78873239436655;3511.8304259235892;44.0;44.0;44.0;71
duc4.cy;22168.0;62.0;373.0526315789478;2533.4640837911343;62.0;62.0;62.0;76
duc2.cy;5289.0;29.0;108.97368421052626;602.2106823736293;29.0;29.0;29.0;76
vd5.cy;4373.0;3.0;295.53333333333336;1127.9978385659808;3.0;3.0;3.0;15
qd3.cy;265.0;12.0;36.857142857142854;66.3010118763219;12.0;12.0;12.0;14
vd3.cy;261.0;3.0;20.5625;64.12588530902842;3.0;3.0;3.0;16
qd1.cy;136.0;3.0;12.375;32.980549823595524;3.0;3.0;3.0;16
vd7.cy;495.0;6.0;32.5;108.87486781670627;6.0;6.0;6.0;20
qd5.cy;118.0;4.0;14.923076923076925;31.05495542438045;4.0;4.0;4.0;13
vf3.cy;1641.0;4.0;96.33333333333334;385.49921797433467;4.0;4.0;4.0;18
vd2.cy;130.0;6.0;14.149999999999999;27.29618249769312;6.0;6.0;6.0;20
sd2.cy;162.0;43.0;61.857142857142854;27.09480709340023;43.0;43.0;43.0;21
dsv1.cy;784.0;77.0;167.0;198.70261013063535;77.0;77.0;77.0;12
dp2.cy;39.0;3.0;6.23529411764706;8.562486582213614;3.0;3.0;3.0;17
dsv3.cy;27.0;3.0;5.210526315789474;5.452613515741491;3.0;3.0;3.0;19
dp4.cy;69.0;3.0;10.699999999999998;20.505012937219902;3.0;3.0;3.0;10
duc7.cy;88.0;22.0;31.285714285714292;10.274347277640889;22.0;22.0;22.0;63
dv1.cy;25.0;3.0;5.857142857142857;5.57269638998439;3.0;3.0;3.0;14
vf2b.cy;10.0;3.0;4.818181818181818;1.8932552877030568;3.0;3.0;3.0;22
duc3.cy;344.0;65.0;86.81967213114754;35.69944359824174;65.0;65.0;65.0;61
duc5.cy;450.0;61.0;87.06060606060606;48.20688708788364;61.0;61.0;61.0;66
duc1.cy;74.0;3.0;6.721518987341775;9.011298760744975;3.0;3.0;3.0;79
qd2.cy;97.0;3.0;11.153846153846152;25.806479011565273;3.0;3.0;3.0;13
vd6.cy;146.0;36.0;53.92857142857143;28.217464002374037;36.0;36.0;36.0;14
vf3b.cy;6.0;3.0;4.214285714285714;1.05090228108783;3.0;3.0;3.0;14
qd4.cy;615.0;3.0;42.5625;152.65427988322722;3.0;3.0;3.0;16
qd6.cy;162.0;4.0;13.222222222222218;37.136561270620305;4.0;4.0;4.0;18
sd1.cy;407.0;49.0;85.09090909090908;74.04304352450872;49.0;49.0;49.0;22
vf4.cy;363.0;4.0;23.75;79.87547874825638;4.0;4.0;4.0;20
dsv6.cy;47870.0;4952.0;13871.2;9977.47210469666;4952.0;4952.0;4952.0;15
vf2.cy;24639.0;65.0;2130.8333333333335;7088.251532492254;65.0;65.0;65.0;12
sd3.cy;245.0;55.0;78.66666666666666;43.04716975051219;55.0;55.0;55.0;18
dsv4.cy;26757.0;5399.0;8395.846153846152;5920.695466555623;5399.0;5399.0;5399.0;13
vd1.cy;50.0;4.0;7.789473684210526;10.277153450296224;4.0;4.0;4.0;19
dp1.cy;20.0;3.0;4.904761904761905;3.65929995907362;3.0;3.0;3.0;21
dp3.cy;94.0;3.0;12.09090909090909;27.171509142683053;3.0;3.0;3.0;11
dsv2.cy;1741.0;219.0;420.5;466.0038745666297;219.0;219.0;219.0;10
