vf3.cy;7209;85;25;13;9;17;11;10;11;10;8;8;6;7;6;8;6;7;6;10;8;6;6;6;6;5;8;7;10;7;7;5;5;6;5;5;8;5;6;5;8;6;6;7;5;6;6;7;6;6;7;7;9;5;6;5;7;7;7;7;6;6;5;9;6;5;7;5;6;5;6;5;5;6;6;5;5;8;5;5;5;5;7;6;5;5;9;7;6;6;4;7;6;5;5;7;6;5;6;5;5;4;5;5;6;5;5;5;5;6;4;7;4;6;5;5;5;4;7;5;4;5;8;5;6;5;5;8;6;5;7;5;5;5;6;5;8;6;5;5;4;4;6;5;5;4;8;5;5;8;6;5;5;4;5;5;5;5;5;5;6;6;6;6;6;6;9;5;6;5;8;6;6;6;5;5;5;12;4;4;5;5;5;6;8;5;4;5;4;4;7;10
vf4.cy;1095;19;12;11;7;11;8;6;7;11;8;7;7;8;14;7;5;6;6;5;12;7;7;5;6;8;7;6;5;6;5;4;7;5;7;4;5;5;7;6;6;7;9;7;8;6;9;6;5;6;5;7;5;4;7;6;5;7;5;5;5;5;4;5;6;6;4;5;8;4;6;6;5;9;5;5;4;5;4;6;5;5;5;5;7;6;5;4;7;5;5;4;6;6;5;5;7;6;7;15;5;5;5;5;4;6;4;7;6;5;5;4;5;5;8;4;4;4;8;6;8;7;4;5;6;7;6;5;5;7;5;4;5;5;5;7;6;5;5;5;4;5;6;6;4;6;6;4;5;5;5;6;5;4;4;4;5;6;6;5;5;6;5;6;6;5;4;4;5;7;4;4;5;6;6;7;6;6;5;6;6;7;4;4;4;6;4;8;5;9;4;6;5;4;5;5;4
vf2.cy;50867;495;117;85;81;81;76;79;77;74;79;85;79;78;111;93;81;77;98;82;77;80;82;78;77;72;72;72;78;78;83;82;77;75;83;94;92;99;100;97;80;102;82;84;93;84;75;79;88;83;69;79;72;80;82;83;80;84;85;78;91;76;83;81;104;76;85;73;85;81;96;80;71;79;90;71;68;88;80;70;77;87;72;96;74;84;77;98;76;81;77;71;101;76;72;75;71;91;76;98;79;95;72;76;72;87;71;70;80;72;78;79;80;99;89;77;75;75;79;70;73;74;78;82;71;76;78;71;75;80;76;99;100;72;100;73;73;79;75;78;72;70;84;77;82;70;86;78;116;80;70;76;69;70;77;73;94;80;76;76;94;77;78;69;88;92;79;79;87;100;82;78;76;76;97;81;78;87;84;80;83;70;74;81;105;80;75;70;83;79;81;74;81;84;77;91;77;80
vf3b.cy;11;15;26;16;12;7;5;5;5;6;6;7;6;6;9;7;12;9;6;6;5;6;6;7;6;4;5;4;6;5;5;6;6;4;5;4;5;6;4;6;7;8;6;5;7;6;5;4;6;4;5;4;3;4;5;4;4;4;4;5;5;6;5;5;5;5;6;7;5;6;15;4;9;5;4;4;4;4;4;5;4;11;3;3;4;3;3;4;7;3;4;4;3;4;4;4;4;5;5;4;5;5;4;7;4;4;3;3;4;6;4;4;3;4;5;4;3;3;3;5;4;5;3;5;4;4;4;3;4;5;5;3;4;5;6;3;4;6;4;4;3;3;5;12;5;5;6;5;3;4;4;3;4;4;3;5;8;3;3;3;4;4;6;5;3;5;3;4;4;3;3;3;4;3;5;4;5;4;3;4;5;3;6;5;3;4;3;3;4;5;4;3;4;3;6;3;3;5
vf2b.cy;71;12;10;6;6;7;5;8;11;8;5;5;11;4;7;5;4;7;10;8;5;4;6;5;4;5;4;9;5;6;5;6;7;6;5;5;4;5;4;4;4;8;5;4;4;4;4;4;5;6;4;4;6;5;4;4;8;6;5;5;4;5;4;4;5;4;7;6;3;5;7;3;5;3;3;4;4;4;3;3;4;4;6;4;4;4;4;4;4;4;6;3;3;3;10;6;4;3;5;4;5;4;4;3;3;7;4;5;3;4;4;5;4;4;3;3;6;5;5;6;5;3;4;4;4;3;3;4;5;3;4;5;4;7;3;3;5;5;3;4;3;3;4;3;3;3;3;4;4;4;4;3;3;9;4;4;4;4;3;7;4;4;3;3;5;3;4;4;4;4;3;5;3;4;4;3;4;6;3;4;3;4;4;4;3;3;4;4;4;3
