query_name;max;min;mean;stddev;0.5p;0.25p;0.75p;n
duc6.cy;21766.0;61.0;2046.727272727273;6540.1496479959715;61.0;61.0;61.0;11
duc4.cy;160.0;91.0;113.8;23.484273697755935;91.0;91.0;91.0;10
duc2.cy;103.0;39.0;56.888888888888886;22.267939085400585;39.0;39.0;39.0;9
vd5.cy;293.0;4.0;41.2;91.66339388096961;4.0;4.0;4.0;10
qd3.cy;263.0;18.0;44.18181818181818;72.61517497302911;18.0;18.0;18.0;11
vd3.cy;119.0;4.0;23.333333333333336;46.868610675660804;4.0;4.0;4.0;6
vd7.cy;933.0;8.0;87.33333333333331;266.31912959432486;8.0;8.0;8.0;12
qd1.cy;81.0;3.0;10.666666666666668;22.170140989970076;3.0;3.0;3.0;12
qd5.cy;735.0;5.0;79.19999999999999;230.43138289352478;5.0;5.0;5.0;10
vf3.cy;854.0;4.0;175.0;379.5741034369969;4.0;4.0;4.0;5
vd2.cy;131.0;11.0;24.454545454545453;35.4411163378459;11.0;11.0;11.0;11
sd2.cy;168.0;55.0;100.66666666666667;59.53430383680768;55.0;55.0;55.0;3
dsv1.cy;1394.0;87.0;123.22680412371133;139.3345423458291;87.0;87.0;87.0;97
dp2.cy;38.0;3.0;8.857142857142858;12.863754913561998;3.0;3.0;3.0;7
dsv3.cy;77.0;2.0;5.622807017543857;8.891071738136707;2.0;2.0;2.0;114
dp4.cy;73.0;3.0;14.714285714285714;25.73398716169135;3.0;3.0;3.0;7
duc7.cy;13410.0;27.0;1946.5714285714284;5054.904148683826;27.0;27.0;27.0;7
dv1.cy;52.0;3.0;4.805309734513275;4.634610491954703;3.0;3.0;3.0;113
vf2b.cy;78.0;4.0;12.699999999999998;23.017143369429856;4.0;4.0;4.0;10
duc3.cy;218.0;81.0;102.33333333333333;38.77049799978735;81.0;81.0;81.0;12
duc5.cy;388.0;87.0;132.53846153846155;80.21285784774513;87.0;87.0;87.0;13
duc1.cy;17.0;4.0;6.181818181818182;3.7634606897955454;4.0;4.0;4.0;11
qd2.cy;127.0;4.0;22.571428571428573;46.053798767879954;4.0;4.0;4.0;7
vd6.cy;429.0;46.0;89.2;119.48017036776902;46.0;46.0;46.0;10
vf3b.cy;6.0;4.0;4.428571428571429;0.7867957924694431;4.0;4.0;4.0;7
qd4.cy;593.0;4.0;71.44444444444443;195.6132096198459;4.0;4.0;4.0;9
qd6.cy;877.0;4.0;84.81818181818184;262.7385842170191;4.0;4.0;4.0;11
dsv6.cy;58169.0;4405.0;11857.407407407407;4720.742065206844;4405.0;4405.0;4407.64;135
vf4.cy;292.0;4.0;29.25;82.75058362881249;4.0;4.0;4.0;12
sd1.cy;174.0;59.0;84.71428571428571;40.48750542127898;59.0;59.0;59.0;7
vf2.cy;13661.0;198.0;3571.25;6726.513429457096;198.0;198.0;198.0;4
sd3.cy;146.0;65.0;87.0;25.822470834527046;65.0;65.0;65.0;11
dsv4.cy;21188.0;5142.0;6412.214285714285;1568.9646923752634;5142.0;5142.0;5142.0;112
vd1.cy;45.0;5.0;10.363636363636365;11.569552517472122;5.0;5.0;5.0;11
dp1.cy;16.0;3.0;5.428571428571429;3.652486733810177;3.0;3.0;3.0;14
dsv2.cy;7313.0;225.0;343.56140350877195;689.9734384407598;225.0;225.0;225.0;114
dp3.cy;105.0;3.0;14.399999999999999;31.840575092517128;3.0;3.0;3.0;10
