duc6.cy;2562;50;54;64;61;51
duc4.cy;4106;102;106;88;71;112;78;71;82;71;78
duc2.cy;86;34;31;30;33;46;34;34;32;31
vd5.cy;896;14;6;4;4;6;5;5;5;5;7
qd3.cy;229;30;24;28;18;20;15;20;16;15;17;15;17
vd3.cy;124;6;5;4;5;3;3;3;4;5;4;5;3;4;4;4;3
vd7.cy;697;8;7;8;7;7;7;12;7;7;6
qd1.cy;77;3;5;4;5;6;4;3;3;4;4;4;4;4
qd5.cy;127;6;9;5;7;5;5;5;5
vf3.cy;392;5;5;5;10;6;5;4
vd2.cy;125;12;9;11;8;9;9;8;8;11;10;10;10;10;9;11;8;7;9
sd2.cy;200;74;51;54;62;62;58;61;51;70
dsv1.cy;387;165;104;112;103;145;148;154;141;122;104;93;100;95;94;96;93;95;104;93;92;92;92;102;97;133;110;114;132;99;96;104;109;102;132;131;116;110;193;118;102;101;92;98;102;100;95;91;134;95;102;102;105;104;104;97;94;101;94;111;136;140;139;139;101;106;94;112;100;102;104;100;114;93;100;101;94;95;106;103;97;102;92;93;92;96;104;94;96;129;108;107;98;100;104;93;95;101;101;101;94;96;101;94;98;122;147;100;108
dp2.cy;42;4;5;3;4;4;3;3;3;4;8;4;4;4;4
dsv3.cy;130;8;6;4;4;4;5;6;11;4;4;4;4;4;3;4;4;3;4;3;8;3;3;3;3;3;9;3;4;4;3;3;3;3;3;3;5;3;3;4;3;3;4;4;5;4;4;4;3;3;3;4;3;3;4;4;4;8;6;3;5;5;3;3;4;3;3;4;5;3;3;3;4;3;4;4;3;3;4;4;3;3;3;3;4;3;4;4;4;3;3;3;4;3;3;4
dp4.cy;219;5;7;6;4;4;4;5;4;4;4;4;5
duc7.cy;7464;29;47;33;35;34;36;27;42;36;32;24;26;32;24;25;24;31
dv1.cy;29;10;9;18;7;5;386;5;6;5;6;6;10;5;6;5;8;4;4;12;4;3;4;3;5;6;5;4;5;5;4;3;3;3;6;4;4;4;5;8;4;4;5;3;5;3;4;3;3;14;4;3;4;4;4;4;3;4;4;3;5;4;4;4;4;4;3;3;4;4;5;4;5;3;4;6;4;4;3;3;3;4;4;3;3;3;3;3;3;3;4;3;5;3;3;3;3;3;4;3;3;4;3;4
vf2b.cy;34;19;8;4;6;5;7;7;4;4;5
duc3.cy;342;93;107;83;118;112;83
duc5.cy;8722;127;86;150;146;122;88;96;83;94;114;89;122
duc1.cy;10;6;5;6;5;5;7;4;6;5;6;6;12;4;4;3;4;7
qd2.cy;77;4;4;3;4;5;4;4;3;6;3
vd6.cy;189;65;48;48;108;45;51;49;51;52;51
vf3b.cy;6;6;4;7;4;7;4;5;6;4;4;4;5
qd4.cy;279;5;6;5;5;6;4;4;4;6;7;5;4;3;4;4;4;5
qd6.cy;1096;7;6;4;7;4;5;4;4
dsv6.cy;57862;5128;11224;11858;11194;11397;10883;12285;10741;12730;11700;12730;11296;11138;11249;10847;14349;14342;16587;11444;11101;10724;17107;10939;12390;11230;12570;11793;11128;11348;11785;11089;10923;11637;11394;11588;11679;12579;11536;18096;10813;11098;11947;17413;11242;11272;13348;11051;11531;10670;11433;10772;12498;11037;11103;12482;11205;11389;12298;17002;11040;12192;11180;11167;10993;11482;11667;10543;10972;10683;13416;11147;10944;11026;11491;10698;11110;11548;11719;10081;13460;11020;11485;11506;11726;10985;10877;10999;17117;10956;10744;10943;11445;17441
sd1.cy;1787;125;64;70;69;64;68;72;71
vf4.cy;340;5;5;7;6;5;6;7;6;7;5
vf2.cy;35533;266;108;76;75;75;83;81;76;82;105;95;76;76;81;83;82
dsv4.cy;32379;6771;5631;7027;6813;5205;6403;7029;7324;5258;7478;6985;6534;7726;5498;6161;6313;5167;5495;6523;5253;5951;7239;5206;7325;5797;5523;7046;6747;6231;6199;7414;7100;6310;6564;7947;6000;7659;5616;7398;6690;7059;7019;5349;5342;5327;6110;5980;5812;7104;5326;7527;8055;7053;6489;6990;6004;6705;5252;6292;7495;6098;5242;6239;5288;7630;5889;5444;6651;6145;5642;5940;12079;5288;6217;6331;5237;6332;5921;5404;7654;6614;5482;7737;6726;8330;5274;7450;5536;5552;6014;6495;7025;6383;7531;6494;7876;7475;6718;6798
sd3.cy;213;76;70;68;88;80;82;78;65;68;88;63
vd1.cy;63;11;16;7;6;5;5;5;5;5;6;4;4;5;5;6
dp1.cy;18;4;4;5;5;5;3;3;4
dsv2.cy;2363;310;245;293;210;209;211;218;207;251;213;228;280;213;220;212;215;215;287;209;214;217;272;219;215;209;284;215;258;282;224;218;210;214;214;214;216;274;332;216;211;209;207;214;214;216;277;211;220;273;274;272;299;275;282;229;212;244;305;209;204;204;208;219;221;212;206;251;284;219;208;215;224;211;336;227;212;211;253;209;231;207;217;208;211;216;218;275;275;212
dp3.cy;98;9;3;4;4;4;4;5;5;4;11;4
