duc6.cy;7318;88;95;64;60;65
duc4.cy;134;108;91
duc2.cy;205
vd5.cy;191;4
qd3.cy;221
vd3.cy;126;4;5;4
vd7.cy;2370;9;10;9;11
qd1.cy;58;4;4;3
qd5.cy;2678;6;6
vf3.cy;1037;13;11;8;13;7;7;8;6;7;6;6;9;8;9;6;7;9;7;5;5;11;7;5;6;5;5;5;7;5;5;6;7;7;5;7;6;6;6;5;8;7;9;6;5;5;7;7;4;6;5;6;5;5;7;23;7;6;6;6;7;7;7;6;6;7;5;6;6;7;6;6;6;10;6;10;8;5;4;5;7;6;5;5;6;5;5;5;4;5;8;6;5;5;4;6;4;5;5;4;4;5;5;5;6;4;5;5;5;4;5;6;4;6;7;6;6;7;6;6;7;6;6;9;7;6;6;7;7;6;6;6;5;6;7;10;6;7;6;6;6;6;6;6;7;6;6;6;6;19;5;4;4;13;6;5;4;4;4;4;5;7;5;5;5;5;6;6;7;6;6;6;4;6;6;4;5;5;6;4;4;5;5;6;7;4;5;6;4;6;4;5;5;6
vd2.cy;91
sd2.cy;1042;50;61;70
dsv1.cy;2887;211;98;103
dp2.cy;48;3
dsv3.cy;33;4;3
dp4.cy;76;5;4;3;7;5;4;3
duc7.cy;6190;44;33
vf2b.cy;52;10;9;6;7;5;6;8;9;8;5;7;5;12;19;6;6;6;8;8;5;4;5;4;5;5;5;9;5;5;6;5;4;4;4;6;5;5;4;6;7;5;4;6;4;4;3;6;5;7;4;4;6;5;7;5;5;7;5;6;5;11;4;5;5;4;5;6;15;5;8;25;5;5;4;12;6;4;4;5;8;8;5;4;5;8;5;6;5;5;4;5;6;5;5;7;4;6;4;4;3;5;4;5;4;3;5;4;4;4;4;5;4;5;3;4;4;6;5;6;6;6;5;5;5;5;5;5;5;5;7;4;4;4;5;6;4;5;5;4;5;6;4;6;6;3;5;4;4;3;3;4;4;5;4;4;4;5;3;5;5;4;3;4;4;4;3;4;5;3;3;6;3;4;3;3;6;3;5
dv1.cy;18
duc3.cy;213;110
duc5.cy;677;105;119;109
duc1.cy;10;5
vd6.cy;161;48;50;65
vf3b.cy;24;10;7;8;9;6;5;5;16;9;6;4;4;4;4;5;5;4;4;4;4;4;6;4;4;6;4;4;4;4;11;7;4;4;4;5;4;4;3;4;4;4;4;4;4;4;4;4;4;5;4;6;5;4;4;6;6;6;4;6;4;4;5;5;4;3;4;4;8;5;5;13;5;5;6;5;9;5;5;5;4;9;6;4;4;3;4;4;4;3;4;4;4;4;3;4;5;3;6;8;5;5;4;4;6;5;22;5;6;5;5;8;5;4;5;5;4;7;4;5;5;6;5;4;5;4;4;5;6;4;5;5;5;4;4;8;3;4;3;4;4;4;3;4;3;3;5;4;4;6;4;6;4;4;4;13;3;3;4;4;4;4;3;4;5;4;5
qd4.cy;194;3
qd6.cy;209;6;5;6;4;12
vf4.cy;5317;64;11;7;8;14;11;10;6;8;7;8;9;8;14;6;5;8;7;5;7;5;9;6;5;7;6;5;5;6;5;6;7;5;7;5;5;8;5;5;6;8;5;11;7;8;6;5;6;5;7;6;5;5;4;11;5;7;5;6;6;6;6;5;7;9;6;5;4;4;6;6;4;6;10;10;6;6;6;7;6;6;6;6;6;5;5;7;6;5;6;7;6;7;14;8;6;27;5;5;5;5;6;5;14;9;5;17;6;5;6;7;4;5;4;4;5;4;5;5;5;5;4;5;5;15;7;6;7;7;7;6;5;7;5;6;6;6;5;5;6;6;5;4;4;5;7;5;5;4;5;4;6;5;4;10;6;4;4;7;4;6;6;5;6;10;5;6;4;7;4;6;4;4;4
sd1.cy;349;96;88
dsv6.cy;47359
vf2.cy;49792;527;190;136;93;90;105;80;76;77;74;67;67;139;216;91;110;81;78;78;74;77;76;78;106;89;84;88;75;75;77;82;79;147;96;88;78;81;98;90;113;84;89;101;80;89;89;94;107;83;85;101;80;94;101;100;79;101;101;82;157;112;93;116;108;105;89;91;105;109;110;110;107;117;109;123;115;109;113;90;86;87;97;95;84;115;121;88;84;78;81;81;78;79;89;80;79;77;78;93;77;106;109;106;117;138;124;118;111;108;108;113;109;111;114;111;113;109;123;114;105;112;113;129;107;113;110;106;85;91;83;81;84;91;81;79;82;85;94;84;82;100;104;88;95;84;134;94;79;100;82;87;102;90;92;85;92;76;82;82;107;97;103
dsv4.cy;22133;6542;6894;6486;6051
vd1.cy;43;5;8;8;6
dp1.cy;15;4
dp3.cy;122;5;4;4;4
dsv2.cy;2558
